序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000059.SZ,华锦股份,1.0168,1,100.0000
2,000672.SZ,上峰水泥,1.0413,10,82.6923
3,002060.SZ,广东建工,1.0409,9,84.6154
4,002233.SZ,塔牌集团,1.0321,5,92.3077
5,002567.SZ,唐人神,1.0205,2,98.0769
6,600169.SH,ST太重,1.0354,6,90.3846
7,600586.SH,金晶科技,1.0282,4,94.2308
8,600971.SH,恒源煤电,1.0403,8,86.5385
9,603227.SH,雪峰科技,1.0372,7,88.4615
10,603444.SH,吉比特,1.0256,3,96.1538
