序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000682.SZ,东方电子,1.0450,1,100.0000
2,002010.SZ,传化智联,1.2056,6,44.4444
3,002063.SZ,远光软件,1.2418,8,22.2222
4,002126.SZ,银轮股份,1.1904,5,55.5556
5,002396.SZ,星网锐捷,1.0810,2,88.8889
6,002906.SZ,华阳集团,1.2197,7,33.3333
7,600718.SH,东软集团,1.2987,9,11.1111
8,603690.SH,至纯科技,1.0824,3,77.7778
9,688007.SH,光峰科技,1.1668,4,66.6667
