序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000727.SZ,冠捷科技,0.9879,1,100.0000
2,000969.SZ,安泰科技,1.0593,8,58.8235
3,001322.SZ,箭牌家居,1.0012,2,94.1176
4,002023.SZ,海特高新,1.0422,6,70.5882
5,002151.SZ,北斗星通,1.0552,7,64.7059
6,002626.SZ,金达威,1.0747,9,52.9412
7,300034.SZ,钢研高纳,1.0044,3,88.2353
8,300679.SZ,电连技术,1.0764,10,47.0588
9,601890.SH,亚星锚链,1.0412,5,76.4706
10,688586.SH,江航装备,1.0362,4,82.3529
