序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000657.SZ,中钨高新,0.8627,1,100.0000
2,000758.SZ,中色股份,0.9623,7,78.5714
3,000762.SZ,西藏矿业,0.9594,5,85.7143
4,002192.SZ,融捷股份,0.9579,4,89.2857
5,002378.SZ,章源钨业,0.9611,6,82.1429
6,002497.SZ,雅化集团,0.9147,2,96.4286
7,600301.SH,华锡有色,0.9453,3,92.8571
8,600456.SH,宝钛股份,0.9966,10,67.8571
9,600961.SH,株冶集团,0.9853,8,75.0000
10,688567.SH,孚能科技,0.9917,9,71.4286
