序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000049.SZ,德赛电池,0.9419,6,77.2727
2,000821.SZ,京山轻机,0.9621,8,68.1818
3,300596.SZ,利安隆,0.9713,9,63.6364
4,600409.SH,三友化工,0.9398,4,86.3636
5,600459.SH,贵研铂业,0.9380,3,90.9091
6,600667.SH,太极实业,0.8838,2,95.4545
7,603876.SH,鼎胜新材,0.9417,5,81.8182
8,688352.SH,颀中科技,0.9803,10,59.0909
9,688549.SH,中巨芯-U,0.9560,7,72.7273
10,688779.SH,五矿新能,0.8413,1,100.0000
