序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000758.SZ,中色股份,1.0722,6,84.3750
2,002895.SZ,川恒股份,1.0824,8,78.1250
3,300428.SZ,立中集团,1.0714,5,87.5000
4,301522.SZ,上大股份,1.0608,4,90.6250
5,600100.SH,同方股份,1.0769,7,81.2500
6,600331.SH,宏达股份,1.0163,1,100.0000
7,600596.SH,新安股份,1.0608,3,93.7500
8,601677.SH,明泰铝业,1.0506,2,96.8750
9,605123.SH,派克新材,1.0912,10,71.8750
10,688439.SH,振华风光,1.0898,9,75.0000
