序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000969.SZ,安泰科技,0.9707,1,100.0000
2,002079.SZ,苏州固锝,1.0262,3,87.5000
3,300088.SZ,长信科技,1.0434,7,62.5000
4,300327.SZ,中颖电子,1.0388,5,75.0000
5,300576.SZ,容大感光,1.0377,4,81.2500
6,300777.SZ,中简科技,1.0164,2,93.7500
7,600458.SH,时代新材,1.0408,6,68.7500
8,605111.SH,新洁能,1.0538,9,50.0000
9,688146.SH,中船特气,1.0910,10,43.7500
10,688548.SH,广钢气体,1.0470,8,56.2500
