序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000049.SZ,德赛电池,0.9892,7,70.0000
2,000923.SZ,河钢资源,0.9620,2,95.0000
3,002023.SZ,海特高新,0.9903,9,60.0000
4,002897.SZ,意华股份,0.9262,1,100.0000
5,002925.SZ,盈趣科技,0.9790,5,80.0000
6,300036.SZ,超图软件,0.9901,8,65.0000
7,600330.SH,天通股份,1.0095,10,55.0000
8,600478.SH,科力远,0.9782,4,85.0000
9,603328.SH,依顿电子,0.9827,6,75.0000
10,688352.SH,颀中科技,0.9702,3,90.0000
