序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,002396.SZ,星网锐捷,0.9525,4,78.5714
2,002544.SZ,普天科技,0.9545,5,71.4286
3,002913.SZ,奥士康,1.0417,8,50.0000
4,300236.SZ,上海新阳,0.9598,6,64.2857
5,301029.SZ,怡合达,1.0809,10,35.7143
6,600416.SH,湘电股份,0.9162,2,92.8571
7,600850.SH,电科数字,0.9285,3,85.7143
8,603328.SH,依顿电子,1.0482,9,42.8571
9,688019.SH,安集科技,1.0169,7,57.1429
10,688523.SH,航天环宇,0.8796,1,100.0000
