序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000928.SZ,中钢国际,1.0779,7,82.8571
2,002051.SZ,中工国际,1.0988,10,74.2857
3,002332.SZ,仙琚制药,1.0400,1,100.0000
4,002489.SZ,浙江永强,1.0593,2,97.1429
5,002675.SZ,东诚药业,1.0716,5,88.5714
6,300576.SZ,容大感光,1.0716,4,91.4286
7,301031.SZ,中熔电气,1.0739,6,85.7143
8,601375.SH,中原证券,1.0686,3,94.2857
9,688106.SH,金宏气体,1.0799,8,80.0000
10,688352.SH,颀中科技,1.0801,9,77.1429
