序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000860.SZ,顺鑫农业,0.9420,2,87.5000
2,001322.SZ,箭牌家居,0.9184,1,100.0000
3,002038.SZ,双鹭药业,1.0330,7,25.0000
4,002518.SZ,科士达,1.1434,8,12.5000
5,002706.SZ,良信股份,0.9702,4,62.5000
6,600428.SH,中远海特,0.9744,5,50.0000
7,603766.SH,隆鑫通用,0.9650,3,75.0000
8,603881.SH,数据港,1.0138,6,37.5000
