序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000035.SZ,中国天楹,1.2061,10,18.1818
2,000612.SZ,焦作万方,1.1238,7,45.4545
3,002176.SZ,江特电机,1.0236,3,81.8182
4,002192.SZ,融捷股份,1.1181,6,54.5455
5,002405.SZ,四维图新,1.0042,2,90.9091
6,002497.SZ,雅化集团,1.1249,8,36.3636
7,002626.SZ,金达威,1.1422,9,27.2727
8,002928.SZ,华夏航空,1.0943,5,63.6364
9,300855.SZ,图南股份,0.9505,1,100.0000
10,605111.SH,新洁能,1.0930,4,72.7273
