序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,300236.SZ,上海新阳,1.0566,6,44.4444
2,300415.SZ,伊之密,1.0301,4,66.6667
3,300685.SZ,艾德生物,0.9905,1,100.0000
4,300702.SZ,天宇股份,1.1867,9,11.1111
5,300725.SZ,药石科技,1.0258,3,77.7778
6,301216.SZ,万凯新材,1.0320,5,55.5556
7,301526.SZ,国际复材,1.0148,2,88.8889
8,688150.SH,莱特光电,1.0591,7,33.3333
9,688531.SH,日联科技,1.1277,8,22.2222
