序号,证券代码,证券简称,过去10日的价格动量_PIT,过去10日的价格动量_PIT排序,综合评分
1,000969.SZ,安泰科技,1.1134,8,63.1579
2,002182.SZ,宝武镁业,1.0849,5,78.9474
3,002221.SZ,东华能源,1.1263,10,52.6316
4,002468.SZ,申通快递,1.1092,6,73.6842
5,002745.SZ,木林森,0.9729,1,100.0000
6,002913.SZ,奥士康,1.1200,9,57.8947
7,002960.SZ,青鸟消防,1.1116,7,68.4211
8,600718.SH,东软集团,1.0645,4,84.2105
9,600864.SH,哈投股份,1.0031,2,94.7368
10,688403.SH,汇成股份,1.0131,3,89.4737
