stock_name,stock_code,trade_date,open,close,high,low,volume,amount,pct_w,pct_chg,amount_chg,exchg,MA_5,MA_10,MA_20,MA_60,EMA_5,EMA_10,EMA_20,EMA_60,RSI,DIF,DEA,ATR,OBV
奥特佳,002239,2024-12-05,3.18,3.37,3.5,3.16,2795358,940716461.22,10.66,5.64,0.18,8.62,3.2,3.086,,,3.215,3.154,,,52.41,,,0.13,2730505.0
星网锐捷,002396,2024-12-05,16.75,16.99,17.09,16.71,59568,102475257.0,2.26,1.07,0.18,1.02,17.016,16.975,,,16.996,17.143,,,38.654,,,0.642,-97548.0
崇达技术,002815,2024-12-05,10.03,10.29,10.36,10.0,334630,346805683.27,3.56,1.88,0.19,5.22,10.086,9.906,,,10.091,9.983,,,54.8,,,0.5,2248363.0
奥士康,002913,2024-12-05,23.39,23.87,24.09,23.27,36713,89560837.0,3.5,2.01,0.47,1.44,23.716,23.563,,,23.707,23.83,,,37.603,,,0.747,-10135.0
电连技术,300679,2024-12-05,53.7,55.19,55.24,53.36,52680,289988417.0,3.47,1.96,1.06,1.47,54.988,53.564,,,54.543,53.457,,,66.815,,,2.74,438507.0
依顿电子,603328,2024-12-05,9.0,9.11,9.18,8.98,88942,82761781.0,2.22,1.0,0.09,0.89,9.094,8.979,,,9.073,9.096,,,37.942,,,0.313,-378622.0
至纯科技,603690,2024-12-05,26.62,26.71,26.98,26.45,103376,276514886.0,1.97,-0.85,-0.23,2.68,26.64,26.219,,,26.627,26.743,,,33.216,,,1.315,332996.0
国茂股份,603915,2024-12-05,12.48,12.69,12.87,12.35,207957,267403768.0,4.15,1.2,0.15,3.17,12.408,11.983,,,12.389,12.072,,,60.389,,,0.728,1668223.0
秦川机床,000837,2024-12-06,10.17,10.08,10.23,9.88,474767,476915097.77,3.44,-0.88,-0.09,4.89,9.976,9.534,9.488,,9.925,9.726,9.488,,48.841,,,0.421,1418944.0
宝武镁业,002182,2024-12-06,12.3,12.03,12.32,11.7,654907,787918272.45,5.15,-0.08,-0.01,8.41,11.526,11.123,11.013,,11.618,11.334,11.013,,57.745,,,0.568,-747084.0
奥特佳,002239,2024-12-06,3.33,3.41,3.48,3.28,2182721,738967666.38,5.93,1.19,0.04,6.73,3.27,3.133,3.113,,3.28,3.2,3.113,,54.461,,,0.135,4913226.0
星网锐捷,002396,2024-12-06,17.06,17.18,17.25,16.85,89064,154372654.19,2.35,1.12,0.19,1.53,17.082,16.982,17.49,,17.058,17.15,17.49,,41.204,,,0.625,-8484.0
崇达技术,002815,2024-12-06,10.29,10.3,10.34,10.1,312047,322866130.87,2.33,0.1,0.01,4.87,10.172,9.923,9.93,,10.161,10.04,9.93,,54.932,,,0.482,2560410.0
奥士康,002913,2024-12-06,23.49,23.79,23.9,23.2,45502,110312910.69,2.93,-0.34,-0.08,1.78,23.772,23.599,24.187,,23.735,23.822,24.187,,37.038,,,0.743,-55637.0
电连技术,300679,2024-12-06,55.09,54.46,56.48,54.04,78896,439262302.0,4.42,-1.32,-0.73,2.21,54.836,53.889,51.47,,54.515,53.64,51.47,,63.259,,,2.719,359611.0
依顿电子,603328,2024-12-06,9.11,9.18,9.21,9.02,117773,109853424.0,2.09,0.77,0.07,1.18,9.128,9.011,9.194,,9.108,9.111,9.194,,39.945,,,0.304,-260849.0
至纯科技,603690,2024-12-06,26.71,26.96,27.21,26.24,116269,311713441.0,3.63,0.94,0.25,3.02,26.808,26.313,27.274,,26.738,26.782,27.274,,35.459,,,1.291,449265.0
国茂股份,603915,2024-12-06,12.64,12.42,12.82,12.2,193331,243855416.0,4.89,-2.13,-0.27,2.94,12.494,12.032,11.679,,12.399,12.135,11.679,,57.515,,,0.721,1474892.0
秦川机床,000837,2024-12-09,9.97,10.29,10.69,9.97,694294,718307992.37,7.14,2.08,0.21,7.15,10.08,9.643,9.488,,10.047,9.829,9.564,,52.054,,,0.443,2113238.0
宝武镁业,002182,2024-12-09,11.96,13.24,13.24,11.95,860616,1112142597.89,10.72,10.06,1.21,11.05,11.938,11.385,11.104,,12.159,11.681,11.225,,68.032,,,0.619,113532.0
奥特佳,002239,2024-12-09,3.4,3.39,3.47,3.34,1626135,551962802.0,3.81,-0.59,-0.02,5.01,3.312,3.172,3.114,,3.317,3.235,3.139,,53.226,,,0.135,3287091.0
星网锐捷,002396,2024-12-09,17.23,17.06,17.37,16.95,81736,142077308.77,2.44,-0.7,-0.12,1.4,17.042,16.998,17.422,,17.058,17.133,17.449,,40.071,,,0.61,-90220.0
崇达技术,002815,2024-12-09,10.33,10.15,10.39,10.04,266764,275082166.22,3.4,-1.46,-0.15,4.16,10.188,9.952,9.942,,10.157,10.06,9.951,,52.462,,,0.472,2293646.0
奥士康,002913,2024-12-09,23.77,23.88,24.12,23.62,38247,93578675.0,2.1,0.38,0.09,1.5,23.762,23.641,24.09,,23.783,23.833,24.157,,38.164,,,0.726,-17390.0
电连技术,300679,2024-12-09,54.34,56.97,57.21,54.21,96698,547488958.0,5.51,4.61,2.51,2.7,55.236,54.28,51.871,,55.334,54.245,51.994,,69.307,,,2.739,456309.0
依顿电子,603328,2024-12-09,9.19,9.12,9.29,9.06,112193,105003864.0,2.51,-0.65,-0.06,1.12,9.118,9.037,9.158,,9.112,9.113,9.187,,38.789,,,0.299,-373042.0
至纯科技,603690,2024-12-09,26.96,26.31,26.96,26.15,89576,237842871.0,3.0,-2.41,-0.65,2.32,26.74,26.329,27.077,,26.595,26.696,27.182,,32.411,,,1.256,359689.0
国茂股份,603915,2024-12-09,12.41,12.57,12.92,12.34,192704,248576149.0,4.67,1.21,0.15,2.93,12.534,12.108,11.749,,12.456,12.214,11.764,,58.691,,,0.711,1667596.0
秦川机床,000837,2024-12-10,10.5,10.46,11.01,10.29,820410,877061904.7,7.0,1.65,0.17,8.47,10.202,9.8,9.518,,10.185,9.943,9.649,,54.544,,,0.463,2933648.0
宝武镁业,002182,2024-12-10,13.4,13.18,14.11,13.06,1460336,1995468373.87,7.93,-0.45,-0.06,18.75,12.368,11.653,11.207,,12.499,11.953,11.411,,67.159,,,0.65,-1346804.0
奥特佳,002239,2024-12-10,3.46,3.35,3.48,3.33,1761964,599087467.9,4.42,-1.18,-0.04,5.43,3.342,3.211,3.117,,3.328,3.256,3.159,,50.748,,,0.136,1525127.0
星网锐捷,002396,2024-12-10,17.53,17.27,17.63,17.1,111385,196897379.71,3.11,1.23,0.21,1.91,17.062,17.036,17.324,,17.129,17.158,17.432,,43.023,,,0.607,21165.0
崇达技术,002815,2024-12-10,10.41,10.41,10.64,10.22,532440,563394811.0,4.14,2.56,0.26,8.31,10.25,10.032,9.97,,10.241,10.124,9.994,,56.143,,,0.473,2826086.0
奥士康,002913,2024-12-10,24.5,24.17,24.63,24.11,50082,124896288.68,2.18,1.21,0.29,1.96,23.822,23.733,24.014,,23.912,23.894,24.159,,41.779,,,0.728,32692.0
电连技术,300679,2024-12-10,58.15,57.17,58.73,56.03,77110,444269965.0,4.74,0.35,0.2,2.16,55.584,54.831,52.295,,55.946,54.777,52.487,,69.735,,,2.736,533419.0
依顿电子,603328,2024-12-10,9.39,9.19,9.42,9.15,181323,172241891.0,2.96,0.77,0.07,1.82,9.124,9.077,9.128,,9.138,9.127,9.188,,40.936,,,0.299,-191719.0
至纯科技,603690,2024-12-10,27.13,26.62,27.33,26.55,128918,348642469.0,2.96,1.18,0.31,3.34,26.708,26.431,26.888,,26.603,26.682,27.128,,35.269,,,1.239,488607.0
国茂股份,603915,2024-12-10,12.97,13.24,13.45,12.75,335939,449121451.0,5.57,5.33,0.67,5.12,12.692,12.309,11.86,,12.718,12.401,11.905,,63.546,,,0.723,2003535.0
秦川机床,000837,2024-12-11,10.41,10.46,10.52,10.15,521131,541023840.86,3.54,0.0,0.0,5.38,10.292,9.939,9.554,,10.276,10.037,9.726,,54.544,,,0.456,2933648.0
宝武镁业,002182,2024-12-11,13.05,13.26,13.72,12.81,872245,1166956647.72,6.9,0.61,0.08,11.2,12.75,11.919,11.32,,12.753,12.191,11.587,,67.753,,,0.669,-474559.0
奥特佳,002239,2024-12-11,3.34,3.38,3.39,3.31,1214574,407349583.96,2.39,0.9,0.03,3.75,3.38,3.252,3.127,,3.345,3.278,3.18,,52.533,,,0.132,2739701.0
星网锐捷,002396,2024-12-11,17.18,17.75,17.79,17.15,114788,204642664.0,3.71,2.78,0.48,1.97,17.25,17.1,17.28,,17.336,17.266,17.462,,49.183,,,0.61,135953.0
崇达技术,002815,2024-12-11,10.43,10.55,10.63,10.34,390213,414723551.21,2.79,1.34,0.14,6.09,10.34,10.122,10.003,,10.344,10.201,10.047,,58.027,,,0.46,3216299.0
奥士康,002913,2024-12-11,24.07,24.55,24.68,24.07,33015,82669810.0,2.52,1.57,0.38,1.29,24.052,23.821,23.953,,24.125,24.013,24.196,,46.215,,,0.719,65707.0
电连技术,300679,2024-12-11,56.83,57.56,57.99,55.74,75103,431459846.0,3.94,0.68,0.39,2.1,56.27,55.343,52.757,,56.484,55.283,52.97,,70.595,,,2.702,608522.0
依顿电子,603328,2024-12-11,9.22,9.36,9.45,9.19,150662,143639099.0,2.83,1.85,0.17,1.51,9.192,9.116,9.099,,9.212,9.169,9.204,,45.9,,,0.296,-41057.0
至纯科技,603690,2024-12-11,26.83,26.98,27.9,26.8,119349,324367808.0,4.13,1.35,0.36,3.1,26.716,26.542,26.731,,26.729,26.737,27.114,,38.52,,,1.242,607956.0
国茂股份,603915,2024-12-11,13.11,13.59,13.76,12.75,322588,434690881.0,7.63,2.64,0.35,4.91,12.902,12.515,11.986,,13.008,12.617,12.065,,65.807,,,0.743,2326123.0
秦川机床,000837,2024-12-12,10.39,10.18,10.45,10.06,398655,407204374.0,3.73,-2.68,-0.28,4.12,10.294,10.066,9.593,,10.244,10.063,9.77,,49.622,,,0.452,2534993.0
宝武镁业,002182,2024-12-12,13.21,13.09,13.64,12.93,649997,863261833.45,5.35,-1.28,-0.17,8.35,12.96,12.133,11.442,,12.865,12.354,11.73,,65.059,,,0.671,-1124556.0
奥特佳,002239,2024-12-12,3.39,3.36,3.42,3.31,1065886,357052644.33,3.25,-0.59,-0.02,3.29,3.378,3.289,3.141,,3.35,3.293,3.198,,51.201,,,0.13,1673815.0
星网锐捷,002396,2024-12-12,17.8,17.94,18.08,17.66,110082,199416895.23,2.37,1.07,0.19,1.89,17.44,17.228,17.271,,17.537,17.388,17.507,,51.423,,,0.596,246035.0
崇达技术,002815,2024-12-12,10.55,10.41,10.55,10.24,317227,332852506.94,2.94,-1.33,-0.14,4.95,10.364,10.225,10.046,,10.366,10.239,10.082,,55.461,,,0.45,2899072.0
奥士康,002913,2024-12-12,24.7,24.57,24.78,24.43,25538,64260284.0,1.43,0.08,0.02,1.0,24.192,23.954,23.938,,24.273,24.115,24.231,,46.446,,,0.693,91245.0
电连技术,300679,2024-12-12,57.83,58.25,58.7,55.89,78725,454463087.0,4.88,1.2,0.69,2.2,56.882,55.935,53.319,,57.073,55.822,53.473,,72.105,,,2.709,687247.0
依顿电子,603328,2024-12-12,9.35,9.57,9.59,9.32,209019,202234091.0,2.88,2.24,0.21,2.09,9.284,9.189,9.106,,9.331,9.242,9.239,,51.339,,,0.294,167962.0
至纯科技,603690,2024-12-12,26.8,27.06,27.22,26.59,99969,269443446.0,2.34,0.3,0.08,2.59,26.786,26.713,26.618,,26.839,26.795,27.109,,39.25,,,1.199,707925.0
国茂股份,603915,2024-12-12,14.05,13.08,14.21,12.91,310993,419713381.0,9.57,-3.75,-0.51,4.74,12.98,12.694,12.111,,13.032,12.701,12.162,,59.971,,,0.783,2015130.0
秦川机床,000837,2024-12-13,10.18,9.89,10.41,9.85,401819,405995238.14,5.5,-2.85,-0.29,4.15,10.256,10.116,9.632,,10.126,10.032,9.781,,45.085,,,0.46,2133174.0
宝武镁业,002182,2024-12-13,13.11,12.56,13.15,12.53,527639,673847978.7,4.74,-4.05,-0.53,6.78,13.066,12.296,11.547,,12.763,12.392,11.809,,57.397,,,0.668,-1652195.0
奥特佳,002239,2024-12-13,3.33,3.26,3.35,3.25,1174030,386769102.49,2.98,-2.98,-0.1,3.62,3.348,3.309,3.156,,3.32,3.287,3.203,,45.049,,,0.129,499785.0
星网锐捷,002396,2024-12-13,17.8,17.57,17.91,17.52,122142,218577158.56,2.17,-2.06,-0.37,2.09,17.518,17.3,17.263,,17.548,17.421,17.513,,47.073,,,0.584,123893.0
崇达技术,002815,2024-12-13,10.32,10.29,10.53,10.19,319246,334773079.68,3.27,-1.15,-0.12,4.98,10.362,10.267,10.09,,10.341,10.249,10.102,,53.285,,,0.442,2579826.0
奥士康,002913,2024-12-13,24.54,24.08,24.62,24.08,29239,72799572.52,2.2,-1.99,-0.49,1.14,24.25,24.011,23.918,,24.209,24.108,24.217,,41.713,,,0.682,62006.0
电连技术,300679,2024-12-13,58.25,57.17,58.71,56.73,53293,309406845.0,3.4,-1.85,-1.08,1.49,57.424,56.13,53.856,,57.105,56.067,53.825,,66.359,,,2.657,633954.0
依顿电子,603328,2024-12-13,9.53,9.47,9.64,9.43,174318,169568202.0,2.19,-1.04,-0.1,1.75,9.342,9.235,9.122,,9.378,9.283,9.261,,48.822,,,0.288,-6356.0
至纯科技,603690,2024-12-13,26.75,26.38,26.89,26.35,97396,259328304.0,2.0,-2.51,-0.68,2.53,26.67,26.739,26.577,,26.686,26.72,27.04,,35.401,,,1.164,610529.0
国茂股份,603915,2024-12-13,13.06,12.73,13.48,12.69,232898,309883123.0,6.04,-2.68,-0.35,3.55,13.042,12.768,12.234,,12.931,12.706,12.216,,56.282,,,0.783,1782232.0
秦川机床,000837,2024-12-16,9.9,9.82,10.0,9.75,265778,262564289.6,2.53,-0.71,-0.07,2.74,10.162,10.121,9.681,,10.024,9.993,9.785,,44.038,,,0.445,1867396.0
宝武镁业,002182,2024-12-16,12.55,12.11,12.62,12.02,374245,459502571.36,4.78,-3.58,-0.45,4.81,12.84,12.389,11.643,,12.546,12.341,11.838,,51.816,,,0.663,-2026440.0
奥特佳,002239,2024-12-16,3.27,3.23,3.3,3.21,714987,231072209.8,2.76,-0.92,-0.03,2.2,3.316,3.314,3.17,,3.29,3.277,3.206,,43.366,,,0.126,-215202.0
星网锐捷,002396,2024-12-16,17.65,17.46,17.76,17.35,90374,160924334.51,2.33,-0.63,-0.11,1.55,17.598,17.32,17.267,,17.519,17.428,17.508,,45.832,,,0.571,33519.0
崇达技术,002815,2024-12-16,10.24,10.03,10.3,9.94,237158,242002781.27,3.5,-2.53,-0.26,3.7,10.338,10.263,10.132,,10.237,10.209,10.095,,48.817,,,0.436,2342668.0
奥士康,002913,2024-12-16,24.21,23.95,24.34,23.69,26075,64249986.0,2.7,-0.54,-0.13,1.02,24.264,24.013,23.925,,24.123,24.08,24.192,,40.533,,,0.68,35931.0
电连技术,300679,2024-12-16,56.86,55.3,57.48,54.83,78744,444731166.0,4.64,-3.27,-1.87,2.2,57.09,56.163,54.266,,56.503,55.928,53.965,,57.775,,,2.657,555210.0
依顿电子,603328,2024-12-16,9.46,9.36,9.62,9.3,158720,153371136.0,3.38,-1.16,-0.11,1.59,9.39,9.254,9.143,,9.372,9.297,9.27,,46.142,,,0.29,-165076.0
至纯科技,603690,2024-12-16,26.34,25.82,26.48,25.6,82509,214060536.0,3.34,-2.12,-0.56,2.14,26.572,26.656,26.548,,26.397,26.556,26.923,,32.569,,,1.143,528020.0
国茂股份,603915,2024-12-16,12.69,12.46,12.74,12.34,137266,174729405.0,3.14,-2.12,-0.27,2.09,13.02,12.777,12.343,,12.774,12.662,12.239,,53.545,,,0.756,1644966.0
秦川机床,000837,2024-12-17,9.82,9.49,9.84,9.43,217160,208554674.4,4.18,-3.36,-0.33,2.24,9.968,10.085,9.695,,9.846,9.902,9.757,,39.395,,,0.442,1650236.0
宝武镁业,002182,2024-12-17,12.13,11.83,12.23,11.78,295952,355139697.72,3.72,-2.31,-0.28,3.8,12.57,12.469,11.705,,12.307,12.248,11.837,,48.647,,,0.648,-2322392.0
奥特佳,002239,2024-12-17,3.23,3.55,3.55,3.17,2338167,814808293.98,11.76,9.91,0.32,7.21,3.356,3.349,3.195,,3.377,3.326,3.239,,60.374,,,0.144,2122965.0
星网锐捷,002396,2024-12-17,17.63,17.26,17.87,17.16,121401,216273495.46,4.07,-1.15,-0.2,2.08,17.596,17.329,17.246,,17.433,17.398,17.485,,43.581,,,0.581,-87882.0
崇达技术,002815,2024-12-17,10.0,9.86,10.18,9.83,217001,219272878.0,3.49,-1.69,-0.17,3.39,10.228,10.239,10.119,,10.111,10.145,10.072,,46.095,,,0.43,2125667.0
奥士康,002913,2024-12-17,23.89,23.96,24.5,23.82,36454,90215801.0,2.84,0.04,0.01,1.43,24.222,24.022,23.896,,24.068,24.058,24.17,,40.672,,,0.68,72385.0
电连技术,300679,2024-12-17,55.3,56.63,58.53,55.03,86770,500168413.0,6.33,2.41,1.33,2.43,56.982,56.283,54.577,,56.546,56.056,54.219,,61.581,,,2.717,641980.0
依顿电子,603328,2024-12-17,9.45,9.39,9.65,9.35,196507,189927544.0,3.21,0.32,0.03,1.97,9.43,9.277,9.149,,9.378,9.314,9.282,,46.996,,,0.291,31431.0
至纯科技,603690,2024-12-17,25.77,25.48,26.02,25.38,70653,181361204.0,2.48,-1.32,-0.34,1.83,26.344,26.526,26.446,,26.092,26.361,26.786,,30.95,,,1.107,457367.0
国茂股份,603915,2024-12-17,12.4,11.91,12.48,11.86,118140,144983141.0,4.98,-4.41,-0.55,1.8,12.754,12.723,12.371,,12.486,12.525,12.208,,48.385,,,0.746,1526826.0
秦川机床,000837,2024-12-18,9.49,9.42,9.57,9.39,171974,163409997.0,1.9,-0.74,-0.07,1.78,9.76,10.026,9.691,,9.704,9.814,9.725,,38.468,,,0.423,1478262.0
宝武镁业,002182,2024-12-18,11.91,11.89,12.02,11.75,249856,298254349.12,2.28,0.51,0.06,3.21,12.296,12.523,11.724,,12.168,12.183,11.842,,49.362,,,0.621,-2072536.0
奥特佳,002239,2024-12-18,3.72,3.91,3.91,3.66,1822882,698226432.85,7.04,10.14,0.36,5.62,3.462,3.421,3.237,,3.554,3.433,3.303,,70.945,,,0.16,3945847.0
星网锐捷,002396,2024-12-18,17.19,17.56,17.72,17.05,89658,158670049.4,3.88,1.74,0.3,1.54,17.558,17.404,17.228,,17.475,17.427,17.492,,47.727,,,0.587,1776.0
崇达技术,002815,2024-12-18,9.86,9.98,10.08,9.77,162520,163478504.0,3.14,1.22,0.12,2.54,10.114,10.227,10.093,,10.068,10.115,10.064,,48.287,,,0.421,2288187.0
奥士康,002913,2024-12-18,23.96,24.2,24.44,23.54,29558,72978711.7,3.76,1.0,0.24,1.16,24.152,24.102,23.866,,24.112,24.084,24.172,,44.053,,,0.695,101943.0
电连技术,300679,2024-12-18,56.84,57.49,57.93,56.53,42906,248005869.0,2.47,1.52,0.86,1.2,56.968,56.619,54.884,,56.86,56.316,54.531,,63.851,,,2.623,684886.0
依顿电子,603328,2024-12-18,9.52,9.74,9.84,9.41,378547,373697641.0,4.58,3.73,0.35,3.79,9.506,9.349,9.17,,9.499,9.392,9.325,,55.807,,,0.302,409978.0
至纯科技,603690,2024-12-18,25.54,25.71,25.99,25.3,75593,194189742.0,2.71,0.9,0.23,1.96,26.09,26.403,26.352,,25.964,26.242,26.683,,33.363,,,1.078,532960.0
国茂股份,603915,2024-12-18,11.98,11.77,12.01,11.59,112685,135491133.0,3.53,-1.18,-0.14,1.72,12.39,12.646,12.335,,12.247,12.388,12.166,,47.139,,,0.723,1414141.0
秦川机床,000837,2024-12-19,9.32,9.48,9.51,9.26,169657,160334608.0,2.65,0.64,0.06,1.75,9.62,9.957,9.694,,9.629,9.753,9.701,,39.776,,,0.411,1647919.0
宝武镁业,002182,2024-12-19,11.73,11.85,11.9,11.52,267527,314383139.01,3.2,-0.34,-0.04,3.44,12.048,12.504,11.744,,12.062,12.122,11.843,,48.873,,,0.604,-2340063.0
奥特佳,002239,2024-12-19,4.02,3.68,4.18,3.6,7780096,2987973690.55,14.83,-5.88,-0.23,23.99,3.526,3.452,3.269,,3.596,3.478,3.339,,59.943,,,0.19,-3834249.0
星网锐捷,002396,2024-12-19,17.47,19.34,19.34,17.35,259543,497351876.06,11.33,10.14,1.78,4.45,17.838,17.639,17.307,,18.097,17.775,17.668,,64.429,,,0.688,261319.0
崇达技术,002815,2024-12-19,9.88,10.25,10.28,9.81,226995,231875636.0,4.71,2.71,0.27,3.54,10.082,10.223,10.064,,10.128,10.14,10.081,,52.925,,,0.425,2515182.0
奥士康,002913,2024-12-19,24.02,25.11,25.35,23.94,76702,195205646.85,5.83,3.76,0.91,3.0,24.26,24.226,23.894,,24.445,24.27,24.262,,54.615,,,0.746,178645.0
电连技术,300679,2024-12-19,56.48,55.35,57.61,55.21,85662,483542979.0,4.17,-3.72,-2.14,2.39,56.388,56.635,55.1,,56.357,56.141,54.609,,55.125,,,2.607,599224.0
依顿电子,603328,2024-12-19,9.65,9.73,9.74,9.43,290108,283972310.0,3.18,-0.1,-0.01,2.91,9.538,9.411,9.195,,9.576,9.453,9.364,,55.523,,,0.303,119870.0
至纯科技,603690,2024-12-19,25.25,25.74,25.86,25.23,87419,224641256.0,2.45,0.12,0.03,2.27,25.826,26.306,26.262,,25.89,26.151,26.594,,33.689,,,1.046,620379.0
国茂股份,603915,2024-12-19,11.59,11.67,11.86,11.54,83312,99385123.0,2.72,-0.85,-0.1,1.27,12.108,12.544,12.263,,12.055,12.257,12.119,,46.224,,,0.694,1330829.0
秦川机床,000837,2024-12-20,9.43,9.58,9.65,9.42,195190,186983161.64,2.43,1.05,0.1,2.02,9.558,9.907,9.721,,9.613,9.722,9.69,,41.988,,,0.398,1843109.0
宝武镁业,002182,2024-12-20,11.82,11.86,12.01,11.77,247744,295534008.29,2.03,0.08,0.01,3.18,11.908,12.487,11.805,,11.995,12.075,11.845,,49.009,,,0.578,-2092319.0
奥特佳,002239,2024-12-20,3.6,3.4,3.67,3.36,4716051,1623282360.98,8.42,-7.61,-0.28,14.54,3.554,3.451,3.292,,3.531,3.463,3.344,,49.814,,,0.199,-8550300.0
星网锐捷,002396,2024-12-20,19.63,18.83,19.63,18.73,686825,1337433676.8,4.65,-2.64,-0.51,11.78,18.09,17.804,17.393,,18.341,17.967,17.779,,58.647,,,0.703,-425506.0
崇达技术,002815,2024-12-20,10.23,10.51,10.61,10.2,356897,378553876.13,4.0,2.54,0.26,5.57,10.126,10.244,10.083,,10.256,10.207,10.122,,56.931,,,0.424,2872079.0
奥士康,002913,2024-12-20,24.77,25.55,25.86,24.64,95868,248686784.24,4.86,1.75,0.44,3.75,24.554,24.402,24.0,,24.813,24.503,24.384,,58.677,,,0.78,274513.0
电连技术,300679,2024-12-20,55.44,56.53,57.28,55.03,68818,390297297.0,4.07,2.13,1.18,1.92,56.26,56.842,55.366,,56.415,56.211,54.792,,58.493,,,2.581,668042.0
依顿电子,603328,2024-12-20,9.73,10.58,10.72,9.65,842696,895736733.0,11.0,8.74,0.85,8.44,9.76,9.551,9.281,,9.91,9.658,9.48,,69.657,,,0.358,962566.0
至纯科技,603690,2024-12-20,25.65,26.41,26.78,25.5,123089,324039734.0,4.97,2.6,0.67,3.19,25.832,26.251,26.282,,26.063,26.198,26.576,,40.661,,,1.062,743468.0
国茂股份,603915,2024-12-20,11.67,11.99,12.02,11.62,103663,126024201.0,3.43,2.74,0.32,1.58,11.96,12.501,12.266,,12.033,12.209,12.107,,49.596,,,0.673,1434492.0
秦川机床,000837,2024-12-23,9.55,9.16,9.56,9.13,217719,202557426.94,4.49,-4.38,-0.42,2.25,9.426,9.794,9.719,,9.462,9.62,9.639,,36.005,,,0.402,1625390.0
宝武镁业,002182,2024-12-23,11.87,11.42,11.93,11.39,236673,275433897.0,4.55,-3.71,-0.44,3.04,11.77,12.305,11.845,,11.803,11.956,11.804,,43.53,,,0.575,-2328992.0
奥特佳,002239,2024-12-23,3.4,3.21,3.49,3.21,2783045,921581621.52,8.24,-5.59,-0.19,8.58,3.55,3.433,3.302,,3.424,3.417,3.332,,44.339,,,0.205,-11333345.0
星网锐捷,002396,2024-12-23,18.85,18.71,19.9,18.68,489656,956953898.3,6.48,-0.64,-0.12,8.39,18.34,17.969,17.483,,18.464,18.102,17.867,,57.343,,,0.74,-915162.0
崇达技术,002815,2024-12-23,10.45,10.05,10.53,9.98,258182,266469130.6,5.23,-4.38,-0.46,4.03,10.13,10.234,10.093,,10.187,10.179,10.115,,48.988,,,0.433,2613897.0
奥士康,002913,2024-12-23,25.58,24.79,25.88,24.71,58424,150664549.73,4.58,-2.97,-0.76,2.28,24.722,24.493,24.067,,24.805,24.555,24.423,,50.302,,,0.808,216089.0
电连技术,300679,2024-12-23,56.79,56.4,57.52,56.03,63892,365492379.0,2.64,-0.23,-0.13,1.79,56.48,56.785,55.533,,56.41,56.246,54.945,,57.977,,,2.503,604150.0
依顿电子,603328,2024-12-23,10.37,9.99,10.65,9.97,606810,630019470.0,6.43,-5.58,-0.59,6.08,9.886,9.638,9.338,,9.937,9.718,9.528,,56.287,,,0.381,355756.0
至纯科技,603690,2024-12-23,26.4,25.78,26.65,25.71,99391,261086317.0,3.56,-2.39,-0.63,2.58,25.824,26.198,26.264,,25.969,26.122,26.5,,36.748,,,1.054,644077.0
国茂股份,603915,2024-12-23,11.94,11.38,12.0,11.34,117095,138206509.0,5.5,-5.09,-0.61,1.78,11.744,12.382,12.245,,11.816,12.058,12.037,,43.939,,,0.672,1317397.0
秦川机床,000837,2024-12-24,9.21,9.3,9.42,9.16,169093,157472327.0,2.84,1.53,0.14,1.75,9.388,9.678,9.739,,9.408,9.562,9.607,,39.119,,,0.392,1794483.0
宝武镁业,002182,2024-12-24,11.43,12.1,12.19,11.33,513750,609523736.92,7.53,5.95,0.68,6.6,11.824,12.197,11.925,,11.902,11.982,11.832,,52.389,,,0.595,-1815242.0
奥特佳,002239,2024-12-24,3.2,3.36,3.51,3.19,3581723,1190988459.56,9.97,4.67,0.15,11.04,3.512,3.434,3.323,,3.403,3.407,3.334,,49.096,,,0.213,-7751622.0
星网锐捷,002396,2024-12-24,19.05,18.9,19.6,18.58,367462,707566529.37,5.45,1.02,0.19,6.3,18.668,18.132,17.584,,18.609,18.247,17.966,,58.901,,,0.76,-547700.0
崇达技术,002815,2024-12-24,10.07,10.3,10.36,10.06,245628,254082052.3,2.99,2.49,0.25,3.83,10.218,10.223,10.128,,10.225,10.201,10.133,,52.839,,,0.424,2859525.0
奥士康,002913,2024-12-24,24.81,25.08,25.34,24.56,44573,113939685.6,3.15,1.17,0.29,1.74,24.946,24.584,24.158,,24.897,24.651,24.486,,53.056,,,0.806,260662.0
电连技术,300679,2024-12-24,56.76,56.89,58.18,55.51,61458,350877548.0,4.73,0.87,0.49,1.72,56.532,56.757,55.794,,56.57,56.363,55.13,,59.43,,,2.515,665608.0
依顿电子,603328,2024-12-24,10.05,10.19,10.38,9.92,446487,461526435.0,4.6,2.0,0.2,4.47,10.046,9.738,9.408,,10.021,9.804,9.591,,59.149,,,0.386,802243.0
至纯科技,603690,2024-12-24,26.05,26.27,26.3,25.65,90976,237090892.0,2.52,1.9,0.49,2.36,25.982,26.163,26.297,,26.069,26.149,26.478,,41.466,,,1.025,735053.0
国茂股份,603915,2024-12-24,11.87,12.13,12.46,11.75,192951,236569389.0,6.24,6.59,0.75,2.94,11.788,12.271,12.29,,11.92,12.071,12.046,,51.295,,,0.701,1510348.0
秦川机床,000837,2024-12-25,9.31,9.16,9.35,9.04,147830,135991185.0,3.33,-1.51,-0.14,1.53,9.336,9.548,9.744,,9.325,9.489,9.564,,37.171,,,0.386,1646653.0
