stock_name,stock_code,trade_date,open,close,high,low,volume,amount,pct_w,pct_chg,amount_chg,exchg,MA_5,MA_10,MA_20,MA_60,EMA_5,EMA_10,EMA_20,EMA_60,RSI,DIF,DEA,ATR,OBV
宝武镁业,002182,2024-12-25,12.19,12.05,12.39,11.91,375220,456798978.55,3.97,-0.41,-0.05,4.82,11.856,12.076,11.997,,11.951,11.994,11.853,,51.746,,,0.587,-2190462.0
奥特佳,002239,2024-12-25,3.31,3.18,3.31,3.14,2149597,688297456.0,5.06,-5.36,-0.18,6.63,3.366,3.414,3.333,,3.328,3.366,3.32,,44.213,,,0.213,-9901219.0
星网锐捷,002396,2024-12-25,18.63,18.73,19.15,18.28,274185,519580347.9,4.6,-0.9,-0.17,4.7,18.902,18.23,17.665,,18.65,18.335,18.038,,56.898,,,0.768,-821885.0
崇达技术,002815,2024-12-25,10.24,10.59,10.64,10.1,527132,558711022.29,5.24,2.82,0.29,8.23,10.34,10.227,10.174,,10.346,10.271,10.176,,56.903,,,0.432,3386657.0
奥士康,002913,2024-12-25,25.08,24.97,25.33,24.73,40508,103940553.0,2.39,-0.44,-0.11,1.58,25.1,24.626,24.223,,24.921,24.709,24.532,,51.881,,,0.791,220154.0
电连技术,300679,2024-12-25,56.61,57.54,57.88,56.23,52003,300600959.0,2.9,1.14,0.65,1.45,56.542,56.755,56.049,,56.893,56.577,55.36,,61.341,,,2.454,717611.0
依顿电子,603328,2024-12-25,10.19,10.1,10.28,9.9,293063,301174053.0,3.73,-0.88,-0.09,2.94,10.118,9.812,9.464,,10.048,9.858,9.64,,57.33,,,0.386,509180.0
至纯科技,603690,2024-12-25,26.32,26.08,26.44,25.83,74816,195825382.0,2.32,-0.72,-0.19,1.94,26.056,26.073,26.307,,26.073,26.136,26.44,,40.213,,,0.995,660237.0
国茂股份,603915,2024-12-25,12.2,12.34,12.75,11.91,205423,257116339.0,6.92,1.73,0.21,3.13,11.902,12.146,12.33,,12.06,12.12,12.074,,53.149,,,0.711,1715771.0
秦川机床,000837,2024-12-26,9.22,9.69,9.76,9.2,377117,363050253.0,6.11,5.79,0.53,3.89,9.378,9.499,9.783,,9.447,9.525,9.576,,47.774,0.033,0.17,0.401,2023770.0
宝武镁业,002182,2024-12-26,11.97,12.08,12.31,11.89,348508,422485823.8,3.49,0.25,0.03,4.48,11.902,11.975,12.054,,11.994,12.01,11.875,,52.126,0.327,0.478,0.575,-1841954.0
奥特佳,002239,2024-12-26,3.15,3.18,3.26,3.13,1420341,455488060.43,4.09,0.0,0.0,4.38,3.266,3.396,3.343,,3.279,3.332,3.306,,44.213,0.068,0.129,0.208,-9901219.0
星网锐捷,002396,2024-12-26,18.67,19.54,19.7,18.55,391763,768471390.49,6.14,4.32,0.81,6.72,18.942,18.39,17.809,,18.946,18.554,18.181,,63.301,0.352,0.06,0.795,-430122.0
崇达技术,002815,2024-12-26,10.48,11.06,11.06,10.24,766398,838366941.47,7.74,4.44,0.47,11.96,10.502,10.292,10.259,,10.584,10.415,10.261,,62.538,0.2,0.15,0.46,4153055.0
奥士康,002913,2024-12-26,24.81,25.62,25.78,24.71,74842,195304385.65,4.29,2.6,0.65,2.93,25.202,24.731,24.342,,25.154,24.874,24.635,,57.821,0.212,-0.011,0.811,294996.0
电连技术,300679,2024-12-26,57.53,60.72,62.19,57.03,101208,613477979.0,8.97,5.53,3.18,2.83,57.616,57.002,56.469,,58.169,57.33,55.87,,69.025,2.292,2.573,2.647,818819.0
依顿电子,603328,2024-12-26,10.03,10.38,10.5,9.99,358827,377856115.0,5.05,2.77,0.28,3.59,10.248,9.893,9.541,,10.158,9.953,9.71,,61.316,0.263,0.133,0.395,868007.0
至纯科技,603690,2024-12-26,26.08,26.62,26.64,25.88,101931,269835611.0,2.91,2.07,0.54,2.64,26.232,26.029,26.371,,26.255,26.224,26.458,,45.273,-0.375,-0.497,0.978,762168.0
国茂股份,603915,2024-12-26,12.16,12.65,12.74,12.03,204714,262700483.0,5.75,2.51,0.31,3.12,12.098,12.103,12.398,,12.257,12.216,12.129,,55.822,0.243,0.381,0.711,1920485.0
秦川机床,000837,2024-12-27,9.69,9.48,9.71,9.46,247624,238225112.7,2.58,-2.17,-0.21,2.56,9.358,9.458,9.787,,9.458,9.517,9.567,,44.565,0.024,0.141,0.39,1776146.0
宝武镁业,002182,2024-12-27,12.02,11.75,12.11,11.74,307668,368097447.01,3.06,-2.73,-0.33,3.95,11.88,11.894,12.095,,11.913,11.963,11.863,,47.683,0.284,0.44,0.56,-2149622.0
奥特佳,002239,2024-12-27,3.18,3.19,3.27,3.17,1449071,465606466.8,3.14,0.31,0.01,4.47,3.224,3.389,3.349,,3.249,3.306,3.295,,44.568,0.051,0.113,0.2,-8452148.0
星网锐捷,002396,2024-12-27,20.35,19.72,20.88,19.52,597891,1218859944.94,6.96,0.92,0.18,10.25,19.12,18.605,17.952,,19.204,18.766,18.328,,64.561,0.431,0.134,0.835,167769.0
崇达技术,002815,2024-12-27,10.91,10.68,10.95,10.58,499409,543028946.16,3.35,-3.44,-0.38,7.79,10.536,10.331,10.299,,10.616,10.463,10.301,,56.146,0.209,0.162,0.461,3653646.0
奥士康,002913,2024-12-27,25.67,25.29,25.89,25.2,51166,133836534.6,2.69,-1.29,-0.33,2.0,25.15,24.852,24.431,,25.199,24.95,24.698,,54.166,0.239,0.039,0.803,243830.0
电连技术,300679,2024-12-27,60.15,60.91,61.79,59.64,65642,402581069.0,3.54,0.31,0.19,1.83,58.492,57.376,56.753,,59.083,57.981,56.35,,69.417,2.42,2.543,2.611,884461.0
依顿电子,603328,2024-12-27,10.38,10.16,10.4,10.08,333839,348881203.0,3.08,-2.12,-0.22,3.34,10.164,9.962,9.598,,10.159,9.991,9.753,,56.824,0.266,0.16,0.389,534168.0
至纯科技,603690,2024-12-27,26.56,26.48,27.03,26.17,136678,365729778.0,3.23,-0.53,-0.14,3.54,26.246,26.039,26.389,,26.33,26.271,26.46,,44.228,-0.328,-0.463,0.97,625490.0
国茂股份,603915,2024-12-27,12.64,12.29,12.73,12.22,172420,219319373.0,4.03,-2.85,-0.36,2.63,12.158,12.059,12.413,,12.268,12.23,12.144,,52.104,0.229,0.35,0.697,1748065.0
秦川机床,000837,2024-12-30,9.45,9.38,9.53,9.22,168237,158213099.0,3.27,-1.05,-0.1,1.74,9.402,9.414,9.768,,9.432,9.492,9.549,,43.081,0.008,0.114,0.385,1607909.0
宝武镁业,002182,2024-12-30,11.7,11.61,11.87,11.57,188957,222028080.0,2.55,-1.19,-0.14,2.43,11.918,11.844,12.116,,11.812,11.898,11.839,,45.895,0.236,0.399,0.542,-2338579.0
奥特佳,002239,2024-12-30,3.16,3.14,3.19,3.12,964170,303090328.04,2.19,-1.57,-0.05,2.97,3.21,3.38,3.347,,3.213,3.276,3.28,,43.091,0.033,0.097,0.191,-9416318.0
星网锐捷,002396,2024-12-30,20.09,19.53,20.25,19.27,322991,643078593.78,4.97,-0.96,-0.19,5.54,19.284,18.812,18.066,,19.313,18.905,18.442,,62.136,0.473,0.202,0.846,-155222.0
崇达技术,002815,2024-12-30,10.54,10.8,10.96,10.46,389544,420843264.32,4.68,1.12,0.12,6.08,10.686,10.408,10.336,,10.677,10.524,10.348,,57.619,0.223,0.174,0.464,4043190.0
奥士康,002913,2024-12-30,25.14,25.03,25.7,24.79,50920,131627198.0,3.6,-1.03,-0.26,1.99,25.198,24.96,24.486,,25.143,24.964,24.729,,51.408,0.236,0.078,0.81,192910.0
电连技术,300679,2024-12-30,60.53,59.08,61.41,58.45,88968,533830306.0,4.86,-3.0,-1.83,2.49,59.028,57.754,56.959,,59.082,58.181,56.61,,61.377,2.347,2.504,2.636,795493.0
依顿电子,603328,2024-12-30,10.2,10.13,10.32,10.0,213031,220744007.0,3.15,-0.3,-0.03,2.13,10.192,10.039,9.646,,10.149,10.016,9.789,,56.219,0.263,0.181,0.385,321137.0
至纯科技,603690,2024-12-30,26.31,26.33,26.81,26.06,79084,209684664.0,2.83,-0.57,-0.15,2.05,26.356,26.09,26.373,,26.33,26.282,26.447,,43.08,-0.301,-0.431,0.954,546406.0
国茂股份,603915,2024-12-30,12.27,11.91,12.29,11.83,118599,145205235.0,3.74,-3.09,-0.38,1.81,12.264,12.004,12.39,,12.149,12.172,12.122,,48.437,0.185,0.317,0.68,1629466.0
秦川机床,000837,2024-12-31,9.37,8.94,9.43,8.93,222564,203843753.12,5.33,-4.69,-0.44,2.3,9.33,9.359,9.722,,9.268,9.392,9.491,,37.21,-0.04,0.083,0.393,1385345.0
宝武镁业,002182,2024-12-31,11.67,11.23,11.7,11.2,189898,217227900.28,4.31,-3.27,-0.38,2.44,11.744,11.784,12.126,,11.618,11.777,11.781,,41.363,0.166,0.352,0.539,-2528477.0
奥特佳,002239,2024-12-31,3.14,3.05,3.18,3.05,1070555,331423741.92,4.14,-2.87,-0.09,3.3,3.148,3.33,3.339,,3.159,3.235,3.259,,40.489,0.012,0.08,0.186,-10486873.0
星网锐捷,002396,2024-12-31,19.57,18.74,19.65,18.74,247496,479007152.05,4.66,-4.05,-0.79,4.24,19.252,18.96,18.144,,19.122,18.875,18.471,,53.191,0.437,0.249,0.85,-402718.0
崇达技术,002815,2024-12-31,10.89,10.08,10.9,10.07,399764,421470169.88,7.69,-6.67,-0.72,6.24,10.642,10.43,10.335,,10.478,10.444,10.323,,47.344,0.174,0.174,0.49,3643426.0
奥士康,002913,2024-12-31,25.03,23.51,25.06,23.51,65184,160853325.0,6.19,-6.07,-1.52,2.46,24.884,24.915,24.468,,24.599,24.7,24.613,,38.929,0.109,0.085,0.863,127726.0
电连技术,300679,2024-12-31,58.77,59.23,60.53,57.11,93870,558693955.0,5.79,0.25,0.15,2.62,59.496,58.014,57.149,,59.131,58.372,56.86,,61.768,2.276,2.458,2.692,889363.0
依顿电子,603328,2024-12-31,10.18,9.66,10.23,9.66,288945,290589166.0,5.63,-4.64,-0.47,2.89,10.086,10.066,9.672,,9.986,9.951,9.777,,47.66,0.221,0.189,0.398,32192.0
至纯科技,603690,2024-12-31,26.42,25.06,26.52,25.05,101570,260990632.0,5.58,-4.82,-1.27,2.63,26.114,26.048,26.287,,25.907,26.059,26.315,,34.84,-0.377,-0.42,0.991,444836.0
国茂股份,603915,2024-12-31,11.88,11.48,11.96,11.48,97119,115517135.0,4.03,-3.61,-0.43,1.48,12.134,11.961,12.342,,11.926,12.046,12.061,,44.611,0.114,0.277,0.666,1532347.0
秦川机床,000837,2025-01-02,8.92,8.68,9.06,8.55,203476,179622177.6,5.7,-2.91,-0.26,2.1,9.234,9.285,9.656,,9.072,9.262,9.414,,34.24,-0.097,0.047,0.401,1181869.0
宝武镁业,002182,2025-01-02,11.24,10.8,11.26,10.66,261931,289006038.92,5.34,-3.83,-0.43,3.36,11.494,11.675,12.099,,11.345,11.599,11.687,,36.92,0.074,0.297,0.543,-2790408.0
奥特佳,002239,2025-01-02,3.04,2.97,3.08,2.94,1071484,323265468.13,4.59,-2.62,-0.08,3.3,3.106,3.236,3.328,,3.096,3.187,3.231,,38.277,-0.012,0.062,0.183,-11558357.0
星网锐捷,002396,2025-01-02,18.61,17.78,18.75,17.55,236431,435478750.52,6.4,-5.12,-0.96,4.05,19.062,18.982,18.193,,18.675,18.676,18.405,,44.758,0.328,0.265,0.875,-639149.0
崇达技术,002815,2025-01-02,9.99,9.63,10.21,9.54,334793,334656363.0,6.65,-4.46,-0.45,5.22,10.45,10.395,10.311,,10.196,10.296,10.257,,42.27,0.098,0.159,0.503,3308633.0
奥士康,002913,2025-01-02,23.5,22.32,23.51,22.08,63824,149108225.0,6.08,-5.06,-1.19,2.41,24.354,24.727,24.414,,23.839,24.267,24.395,,32.316,-0.086,0.051,0.904,63902.0
电连技术,300679,2025-01-02,58.64,55.13,58.93,53.26,197904,1104251479.0,9.57,-6.92,-4.1,5.53,59.014,57.778,57.199,,57.797,57.782,56.695,,47.591,1.866,2.34,2.926,691459.0
依顿电子,603328,2025-01-02,9.61,8.9,9.65,8.77,406997,382428392.0,9.11,-7.87,-0.76,4.08,9.846,9.982,9.666,,9.624,9.76,9.693,,37.672,0.124,0.176,0.433,-374805.0
至纯科技,603690,2025-01-02,25.01,23.94,25.05,23.65,98076,239465157.0,5.59,-4.47,-1.12,2.54,25.686,25.871,26.137,,25.251,25.674,26.089,,29.483,-0.521,-0.44,1.021,346760.0
国茂股份,603915,2025-01-02,11.39,11.14,11.63,10.98,127769,147042372.0,5.66,-2.96,-0.34,1.95,11.894,11.898,12.272,,11.664,11.881,11.973,,41.8,0.03,0.227,0.665,1404578.0
秦川机床,000837,2025-01-03,8.7,8.21,8.75,8.14,200434,168827450.26,7.03,-5.41,-0.47,2.07,8.938,9.158,9.558,,8.785,9.071,9.299,,29.636,-0.179,0.002,0.416,981435.0
宝武镁业,002182,2025-01-03,10.82,10.67,10.93,10.54,204358,220201159.0,3.61,-1.2,-0.13,2.62,11.212,11.557,12.03,,11.12,11.43,11.59,,35.672,-0.009,0.236,0.532,-2994766.0
奥特佳,002239,2025-01-03,2.97,2.84,3.0,2.84,1125904,326056828.42,5.39,-4.38,-0.13,3.47,3.038,3.152,3.302,,3.01,3.124,3.194,,34.937,-0.04,0.041,0.181,-12684261.0
星网锐捷,002396,2025-01-03,17.88,16.91,17.98,16.82,207073,364979358.05,6.52,-4.89,-0.87,3.55,18.536,18.739,18.189,,18.086,18.355,18.263,,38.761,0.169,0.246,0.896,-846222.0
崇达技术,002815,2025-01-03,9.67,9.14,9.74,9.13,278384,264139516.31,6.33,-5.09,-0.49,4.34,10.066,10.284,10.254,,9.844,10.085,10.15,,37.551,-0.002,0.127,0.511,3030249.0
奥士康,002913,2025-01-03,22.37,21.48,22.54,21.4,45476,102419827.4,5.11,-3.76,-0.84,1.72,23.526,24.364,24.295,,23.053,23.761,24.117,,28.62,-0.305,-0.02,0.92,18426.0
电连技术,300679,2025-01-03,55.33,52.89,55.42,52.53,127025,689058178.0,5.24,-4.06,-2.24,3.55,57.448,57.532,57.084,,56.162,56.893,56.333,,41.928,1.346,2.141,2.924,564434.0
依顿电子,603328,2025-01-03,8.9,8.6,8.93,8.55,241615,215782551.0,4.27,-3.37,-0.3,2.42,9.49,9.869,9.64,,9.283,9.549,9.589,,34.591,0.023,0.145,0.429,-616420.0
至纯科技,603690,2025-01-03,23.93,23.11,24.11,23.0,82363,194519522.0,4.64,-3.47,-0.83,2.14,24.984,25.608,25.957,,24.537,25.208,25.805,,26.261,-0.695,-0.491,1.027,264397.0
国茂股份,603915,2025-01-03,11.21,10.42,11.31,10.38,121702,133498886.0,8.35,-6.46,-0.72,1.85,11.448,11.773,12.158,,11.249,11.615,11.825,,36.547,-0.093,0.163,0.683,1282876.0
秦川机床,000837,2025-01-06,8.12,8.06,8.21,7.99,164508,133530565.0,2.68,-1.83,-0.15,1.7,8.654,9.006,9.457,,8.543,8.887,9.181,,28.327,-0.253,-0.049,0.402,816927.0
宝武镁业,002182,2025-01-06,10.66,10.74,10.94,10.57,187242,202076909.96,3.47,0.66,0.07,2.4,11.01,11.445,11.966,,10.993,11.305,11.509,,36.908,-0.068,0.175,0.521,-2807524.0
奥特佳,002239,2025-01-06,2.8,2.85,2.88,2.79,842820,239858461.96,3.17,0.35,0.01,2.6,2.97,3.097,3.274,,2.957,3.074,3.161,,35.404,-0.061,0.021,0.175,-11841441.0
星网锐捷,002396,2025-01-06,16.85,16.63,17.33,16.43,181882,310836037.0,5.32,-1.66,-0.28,3.12,17.918,18.519,18.161,,17.601,18.041,18.107,,37.041,0.02,0.201,0.896,-1028104.0
崇达技术,002815,2025-01-06,9.16,9.19,9.39,9.03,219430,204100226.97,3.94,0.55,0.05,3.42,9.768,10.152,10.198,,9.626,9.923,10.059,,38.308,-0.076,0.086,0.5,3249679.0
奥士康,002913,2025-01-06,21.43,21.46,22.0,21.21,45968,101844820.53,3.68,-0.09,-0.02,1.73,22.76,23.955,24.178,,22.522,23.342,23.864,,28.536,-0.474,-0.111,0.911,-27542.0
电连技术,300679,2025-01-06,52.86,52.05,53.81,51.53,62121,328487784.0,4.31,-1.59,-0.84,1.74,55.676,57.084,56.963,,54.791,56.012,55.925,,40.006,0.855,1.884,2.878,502313.0
依顿电子,603328,2025-01-06,8.61,8.67,8.82,8.53,212357,188476356.0,3.37,0.81,0.07,2.13,9.192,9.678,9.614,,9.078,9.389,9.502,,35.908,-0.05,0.106,0.419,-404063.0
至纯科技,603690,2025-01-06,23.22,23.2,23.43,22.9,57784,134328238.0,2.29,0.39,0.09,1.5,24.328,25.287,25.769,,24.092,24.843,25.557,,27.19,-0.816,-0.556,0.992,322181.0
国茂股份,603915,2025-01-06,10.42,10.56,10.64,10.17,86473,92662337.0,4.51,1.34,0.14,1.32,11.102,11.63,12.065,,11.019,11.424,11.705,,38.174,-0.178,0.095,0.668,1369349.0
秦川机床,000837,2025-01-07,8.06,8.25,8.26,8.06,143538,117468318.0,2.48,2.36,0.19,1.48,8.428,8.915,9.355,,8.445,8.771,9.093,,32.4,-0.292,-0.098,0.388,960465.0
宝武镁业,002182,2025-01-07,10.68,10.81,10.87,10.6,161366,174893687.0,2.51,0.65,0.07,2.07,10.85,11.384,11.844,,10.932,11.215,11.443,,38.188,-0.108,0.118,0.503,-2646158.0
奥特佳,002239,2025-01-07,2.85,2.89,2.9,2.85,801065,230303659.96,1.75,1.4,0.04,2.47,2.92,3.065,3.249,,2.935,3.04,3.135,,37.341,-0.074,0.002,0.166,-11040376.0
星网锐捷,002396,2025-01-07,16.55,18.32,18.32,16.54,306026,544661935.08,10.7,10.16,1.69,5.25,17.676,18.48,18.224,,17.841,18.092,18.127,,51.136,0.038,0.168,0.959,-722078.0
崇达技术,002815,2025-01-07,9.17,9.43,9.44,9.13,227009,214182968.07,3.37,2.61,0.24,3.54,9.494,10.09,10.162,,9.561,9.833,9.999,,41.945,-0.115,0.046,0.486,3476688.0
奥士康,002913,2025-01-07,21.4,22.1,22.14,21.25,54869,122409014.18,4.15,2.98,0.64,2.07,22.174,23.686,24.089,,22.381,23.116,23.696,,35.078,-0.551,-0.199,0.91,27327.0
电连技术,300679,2025-01-07,52.4,55.72,56.03,51.83,91460,506955611.0,8.07,7.05,3.67,2.56,55.004,57.016,56.901,,55.101,55.959,55.905,,50.651,0.754,1.658,2.972,593773.0
依顿电子,603328,2025-01-07,8.67,8.91,8.94,8.63,223708,201177915.0,3.58,2.77,0.24,2.24,8.948,9.57,9.604,,9.022,9.302,9.445,,40.344,-0.088,0.067,0.411,-180355.0
至纯科技,603690,2025-01-07,23.23,23.68,23.73,23.19,57250,134523479.0,2.33,2.07,0.48,1.48,23.798,25.077,25.638,,23.954,24.631,25.378,,32.104,-0.863,-0.617,0.96,379431.0
国茂股份,603915,2025-01-07,10.46,10.78,10.84,10.46,74498,81186179.0,3.6,2.08,0.22,1.13,10.876,11.57,11.976,,10.94,11.307,11.617,,40.745,-0.224,0.031,0.648,1443847.0
秦川机床,000837,2025-01-08,8.22,8.28,8.39,7.94,207815,170421079.24,5.45,0.36,0.03,2.15,8.296,8.813,9.246,,8.39,8.682,9.015,,33.047,-0.318,-0.142,0.392,1168280.0
宝武镁业,002182,2025-01-08,10.76,10.63,10.76,10.4,244779,258857138.46,3.33,-1.67,-0.18,3.14,10.73,11.237,11.717,,10.832,11.109,11.365,,36.157,-0.153,0.064,0.496,-2890937.0
奥特佳,002239,2025-01-08,2.89,2.86,2.89,2.78,953088,270213615.46,3.81,-1.04,-0.03,2.94,2.882,3.015,3.224,,2.91,3.008,3.109,,36.458,-0.086,-0.016,0.162,-11993464.0
星网锐捷,002396,2025-01-08,18.3,18.49,18.77,17.71,397051,736585654.47,5.79,0.93,0.17,6.81,17.626,18.439,18.285,,18.057,18.164,18.162,,52.294,0.066,0.148,0.966,-325027.0
崇达技术,002815,2025-01-08,9.38,9.19,9.38,8.87,270427,249869745.39,5.41,-2.55,-0.24,4.22,9.316,9.979,10.101,,9.437,9.716,9.922,,39.441,-0.162,0.004,0.492,3206261.0
奥士康,002913,2025-01-08,21.72,21.52,21.9,20.89,51645,113698908.05,4.57,-2.62,-0.58,1.95,21.776,23.33,23.957,,22.094,22.826,23.489,,32.201,-0.65,-0.289,0.931,-24318.0
电连技术,300679,2025-01-08,55.19,55.86,56.38,54.03,64251,357111171.0,4.22,0.25,0.14,1.8,54.33,56.913,56.835,,55.354,55.941,55.901,,51.008,0.678,1.462,2.928,658024.0
依顿电子,603328,2025-01-08,8.87,8.76,8.89,8.45,202991,180706799.0,4.94,-1.68,-0.15,2.03,8.768,9.427,9.582,,8.935,9.204,9.38,,38.549,-0.129,0.028,0.415,-383346.0
至纯科技,603690,2025-01-08,23.57,23.15,23.62,22.56,75694,175334656.0,4.48,-2.24,-0.53,1.96,23.416,24.765,25.464,,23.686,24.362,25.166,,29.719,-0.932,-0.68,0.971,303737.0
国茂股份,603915,2025-01-08,10.76,10.87,11.03,10.28,105648,115204178.0,6.96,0.83,0.09,1.61,10.754,11.444,11.857,,10.916,11.227,11.546,,41.811,-0.251,-0.025,0.655,1549495.0
秦川机床,000837,2025-01-09,8.2,8.65,8.77,8.2,317363,273624007.36,6.88,4.47,0.37,3.15,8.29,8.762,9.155,,8.477,8.676,8.98,,40.599,-0.305,-0.174,0.405,1485643.0
宝武镁业,002182,2025-01-09,10.61,10.8,11.09,10.61,277612,304337476.6,4.52,1.6,0.17,3.57,10.73,11.112,11.594,,10.821,11.052,11.312,,39.433,-0.172,0.017,0.495,-2613325.0
奥特佳,002239,2025-01-09,2.84,2.9,2.92,2.82,923196,266896107.1,3.5,1.4,0.04,2.85,2.868,2.987,3.2,,2.907,2.988,3.089,,38.545,-0.09,-0.031,0.157,-11070268.0
星网锐捷,002396,2025-01-09,18.33,18.73,19.25,18.18,302838,576857910.21,5.79,1.3,0.24,5.19,17.816,18.439,18.334,,18.281,18.267,18.216,,53.951,0.105,0.139,0.974,-22189.0
崇达技术,002815,2025-01-09,9.1,10.12,10.12,9.06,329193,329968697.66,11.53,10.12,0.93,5.14,9.414,9.932,10.08,,9.665,9.79,9.941,,51.519,-0.124,-0.021,0.532,3535454.0
奥士康,002913,2025-01-09,21.58,22.56,23.68,21.57,100662,236798427.82,9.8,4.83,1.04,3.8,21.824,23.089,23.857,,22.249,22.778,23.4,,41.471,-0.638,-0.359,1.019,76344.0
电连技术,300679,2025-01-09,56.52,54.53,56.52,54.48,57097,317339670.0,3.65,-2.38,-1.33,1.6,54.21,56.612,56.684,,55.079,55.685,55.77,,47.492,0.504,1.27,2.864,600927.0
依顿电子,603328,2025-01-09,8.7,9.05,9.36,8.69,314937,294222118.0,7.65,3.31,0.29,3.15,8.798,9.322,9.567,,8.973,9.176,9.349,,43.761,-0.137,-0.005,0.433,-68409.0
至纯科技,603690,2025-01-09,23.08,23.24,23.55,23.08,50908,119091753.0,2.03,0.39,0.09,1.32,23.276,24.481,25.277,,23.538,24.158,24.983,,30.661,-0.969,-0.738,0.935,354645.0
国茂股份,603915,2025-01-09,10.75,11.54,11.98,10.69,212060,249676481.0,11.87,6.16,0.67,3.23,10.834,11.364,11.755,,11.124,11.284,11.545,,49.146,-0.216,-0.063,0.7,1761555.0
秦川机床,000837,2025-01-10,8.66,8.58,8.93,8.57,253803,222795840.0,4.16,-0.81,-0.07,2.52,8.364,8.651,9.075,,8.511,8.659,8.942,,39.687,-0.296,-0.199,0.402,1231840.0
宝武镁业,002182,2025-01-10,11.03,10.75,11.27,10.61,349283,383728506.81,6.11,-0.46,-0.05,4.49,10.746,10.979,11.477,,10.797,10.997,11.258,,38.802,-0.19,-0.024,0.507,-2962608.0
奥特佳,002239,2025-01-10,2.9,2.82,2.94,2.82,846192,244171102.12,4.14,-2.76,-0.08,2.61,2.864,2.951,3.173,,2.878,2.958,3.064,,35.998,-0.099,-0.044,0.155,-11916460.0
星网锐捷,002396,2025-01-10,18.45,17.7,18.67,17.65,275883,507704844.0,5.45,-5.5,-1.03,4.73,17.974,18.255,18.322,,18.088,18.164,18.167,,46.486,0.053,0.122,0.981,-298072.0
崇达技术,002815,2025-01-10,10.16,10.04,10.51,10.04,785060,816885954.47,4.64,-0.79,-0.08,12.25,9.594,9.83,10.061,,9.79,9.835,9.95,,50.584,-0.098,-0.037,0.528,2750394.0
奥士康,002913,2025-01-10,22.5,21.42,22.86,21.42,55531,126117918.32,6.38,-5.05,-1.14,2.1,21.812,22.669,23.7,,21.973,22.531,23.212,,35.708,-0.712,-0.43,1.049,20813.0
电连技术,300679,2025-01-10,54.1,55.93,57.59,53.84,75273,427921615.0,6.88,2.57,1.4,2.1,54.818,56.133,56.568,,55.363,55.729,55.786,,51.298,0.474,1.111,2.928,676200.0
依顿电子,603328,2025-01-10,9.04,8.75,9.15,8.74,209233,191839113.0,4.53,-3.31,-0.3,2.1,8.828,9.159,9.526,,8.899,9.098,9.292,,39.983,-0.165,-0.037,0.431,-277642.0
至纯科技,603690,2025-01-10,23.2,23.33,24.29,23.08,106813,254412098.0,5.21,0.39,0.09,2.77,23.32,24.152,25.09,,23.468,24.007,24.825,,31.648,-0.979,-0.786,0.955,461458.0
国茂股份,603915,2025-01-10,11.54,11.43,11.92,11.42,197277,235237956.0,4.33,-0.95,-0.11,3.0,11.036,11.242,11.672,,11.226,11.311,11.534,,48.075,-0.194,-0.09,0.686,1564278.0
秦川机床,000837,2025-01-13,8.39,8.75,8.96,8.35,250857,219246598.2,7.11,1.98,0.17,2.49,8.502,8.578,9.018,,8.591,8.675,8.924,,43.034,-0.273,-0.214,0.417,1482697.0
宝武镁业,002182,2025-01-13,10.6,10.9,11.15,10.52,258415,282493169.03,5.86,1.4,0.15,3.32,10.778,10.894,11.394,,10.832,10.98,11.224,,41.808,-0.189,-0.057,0.516,-2704193.0
奥特佳,002239,2025-01-13,2.78,2.81,2.85,2.75,640651,179365732.0,3.55,-0.35,-0.01,1.98,2.856,2.913,3.151,,2.855,2.931,3.039,,35.681,-0.106,-0.057,0.151,-12557111.0
星网锐捷,002396,2025-01-13,17.44,17.23,17.63,17.01,179882,315154074.0,3.5,-2.66,-0.47,3.08,18.094,18.006,18.305,,17.802,17.994,18.078,,43.526,-0.026,0.092,0.96,-477954.0
崇达技术,002815,2025-01-13,9.61,9.65,9.84,9.56,397219,389492908.59,2.79,-3.88,-0.39,6.2,9.686,9.727,10.029,,9.743,9.801,9.922,,46.186,-0.109,-0.051,0.524,2353175.0
奥士康,002913,2025-01-13,21.26,23.62,23.62,20.93,97353,229027307.4,12.56,10.27,2.2,3.67,22.244,22.502,23.677,,22.522,22.729,23.251,,50.115,-0.587,-0.461,1.166,118166.0
电连技术,300679,2025-01-13,55.98,55.48,56.92,54.78,42298,238463670.0,3.83,-0.8,-0.45,1.18,55.504,55.59,56.483,,55.402,55.684,55.756,,50.042,0.409,0.97,2.871,633902.0
依顿电子,603328,2025-01-13,8.61,8.61,8.69,8.39,173456,151919893.0,3.43,-1.6,-0.14,1.74,8.816,9.004,9.483,,8.803,9.009,9.227,,38.32,-0.196,-0.069,0.426,-451098.0
至纯科技,603690,2025-01-13,22.68,23.24,23.42,22.58,58930,136509959.0,3.6,-0.39,-0.09,1.53,23.328,23.828,24.934,,23.392,23.868,24.674,,31.17,-0.983,-0.826,0.947,402528.0
国茂股份,603915,2025-01-13,11.19,11.48,11.78,11.15,137016,161518437.0,5.51,0.44,0.05,2.09,11.22,11.161,11.61,,11.311,11.341,11.529,,48.623,-0.171,-0.106,0.682,1701294.0
秦川机床,000837,2025-01-14,8.7,9.47,9.47,8.7,423446,391150070.74,8.8,8.23,0.72,4.2,8.746,8.587,9.001,,8.884,8.82,8.976,,54.54,-0.194,-0.21,0.442,1906143.0
