ts_code,stock_name,trade_date,open,high,low,close,vol,sum,diff,chg,pft,diff_5d,diff_20d
600519.SH,贵州茅台,2024/12/18,12495.6859,12648.3159,12408.5032,12604.2032,4116226,6440801971,0.8665,0.3277,23.875,0.48018,0.093225
600519.SH,贵州茅台,2024/12/19,12553.1928,12575.57,12434.4094,12439.8633,2480932,3862602665,-1.3038,0.1975,23.5637,-0.17392,0.027
600519.SH,贵州茅台,2024/12/20,12472.4472,12559.364,12381.9461,12398.075,2815774,4307425535,-0.3359,0.2242,23.123,0.35668,0.13094
600519.SH,贵州茅台,2024/12/23,12406.2209,12528.4096,12357.3455,12434.3243,2160269,3300971424,0.2924,0.172,23.1906,0.3072,0.176235
600519.SH,贵州茅台,2024/12/24,12422.5128,12577.285,12394.7352,12535.0892,2210492,3394160299,0.8104,0.176,23.3785,0.06592,0.181955
600519.SH,贵州茅台,2024/12/25,12534.9263,12534.9263,12431.4733,12463.2423,1712339,2621061878,-0.5732,0.1363,23.2445,-0.22202,0.119995
600519.SH,贵州茅台,2024/12/26,12495.8259,12534.7634,12406.2209,12445.2398,1828651,2798840003,-0.1444,0.1456,23.2109,0.00986,0.11623
600519.SH,贵州茅台,2024/12/27,12454.2818,12512.1178,12377.7102,12454.852,2075932,3170191445,0.0772,0.1653,23.2289,0.09248,0.094595
600519.SH,贵州茅台,2024/12/30,12495.5816,12576.9592,12422.5128,12422.5128,2512982,3849542646,-0.2597,0.2,23.1686,-0.01794,0.084035
600519.SH,贵州茅台,2024/12/31,12425.7711,12585.431,12398.1565,12414.3668,3935445,6033540366,-0.0656,0.3133,23.1534,-0.19314,0.07505
600519.SH,贵州茅台,2025/1/2,12414.3668,12418.3583,12055.9468,12121.1141,5002870,7490883773,-2.3622,0.3983,22.6064,-0.55094,-0.020985
600519.SH,贵州茅台,2025/1/3,12174.0625,12178.054,11950.1314,12015.2173,3262836,4836610288,-0.8737,0.2597,22.4089,-0.6968,-0.035065
600519.SH,贵州茅台,2025/1/6,11836.0072,11914.6967,11671.4598,11730.1104,4425512,6392479712,-2.3729,0.3523,21.8772,-1.18682,-0.186835
600519.SH,贵州茅台,2025/1/7,11768.0703,11826.9653,11721.9645,11731.7396,2422118,3494634227,0.0139,0.1928,21.8802,-1.1321,-0.178875
600519.SH,贵州茅台,2025/1/8,11730.1104,11826.3951,11621.444,11750.4752,3525821,5071821246,0.1597,0.2807,21.9152,-1.08704,-0.262375
600519.SH,贵州茅台,2025/1/9,11803.3421,11930.3369,11672.9261,11762.694,2970565,4295852736,0.104,0.2365,21.938,-0.5938,-0.221645
600519.SH,贵州茅台,2025/1/10,11787.9464,11827.454,11697.5268,11697.5268,2187195,3154677598,-0.554,0.1741,21.8164,-0.52986,-0.34768
600519.SH,贵州茅台,2025/1/13,11607.9218,11766.2782,11583.5655,11762.5311,2108251,3030806870,0.5557,0.1678,21.9377,0.05586,-0.17045
600519.SH,贵州茅台,2025/1/14,11770.4327,12045.1942,11746.4022,11994.8525,3095657,4535651504,1.9751,0.2464,22.371,0.4481,-0.098685
600519.SH,贵州茅台,2025/1/15,11950.05,12011.9589,11893.1101,11984.833,1839934,2701518712,-0.0835,0.1465,22.3523,0.39946,-0.2037
600519.SH,贵州茅台,2025/1/16,12007.0713,12077.6149,11746.4022,11782.0813,2634213,3840411437,-1.6917,0.2097,21.9741,0.04032,-0.33161
600519.SH,贵州茅台,2025/1/17,11782.1628,11901.1745,11782.0813,11850.2626,1830894,2663227309,0.5787,0.1457,22.1013,0.26686,-0.237485
600519.SH,贵州茅台,2025/1/20,11901.1745,12135.6953,11893.0286,12013.5881,3140975,4647626351,1.3782,0.25,22.4059,0.43136,-0.15178
600519.SH,贵州茅台,2025/1/21,12064.0927,12072.2386,11933.7582,11959.4178,1685604,2481821229,-0.4509,0.1342,22.3049,-0.05384,-0.188945
600519.SH,贵州茅台,2025/1/22,11919.6657,11957.7886,11713.8186,11738.2563,2829384,4088101682,-1.8493,0.2252,21.8924,-0.407,-0.32193
600519.SH,贵州茅台,2025/1/23,11811.3251,11958.1959,11713.8186,11754.5481,2712504,3932700850,0.1388,0.2159,21.9228,-0.0409,-0.28633
600519.SH,贵州茅台,2025/1/24,11746.4022,11793.567,11651.1765,11697.5268,3136034,4515322685,-0.4851,0.2496,21.8164,-0.25366,-0.303365
600519.SH,贵州茅台,2025/1/27,11705.6727,11762.4497,11624.3765,11689.2994,2935646,4213534543,-0.0703,0.2337,21.8011,-0.54336,-0.31074
600519.SH,贵州茅台,2025/2/5,11730.1104,11754.5481,11422.2765,11435.2285,4075652,5753730034,-2.1735,0.3244,21.3272,-0.88788,-0.40643
600519.SH,贵州茅台,2025/2/6,11404.3555,11583.4026,11404.3555,11508.8675,2735582,3859568163,0.644,0.2178,21.4646,-0.38922,-0.37095
600519.SH,贵州茅台,2025/2/7,11515.71,11751.9414,11432.0516,11697.5268,3724207,5310850624,1.6393,0.2965,21.8164,-0.08912,-0.170875
600519.SH,贵州茅台,2025/2/10,11713.8186,11730.1104,11624.9467,11660.9516,2083979,2988101756,-0.3127,0.1659,21.7482,-0.05464,-0.142825
600519.SH,贵州茅台,2025/2/11,11688.9736,11697.2009,11533.794,11550.9004,2357283,3348668867,-0.9438,0.1877,21.543,-0.22934,-0.07137
600519.SH,贵州茅台,2025/2/12,11550.9004,11770.84,11541.777,11754.5481,2547579,3644170477,1.763,0.2028,21.9228,0.55796,0.016085
600519.SH,贵州茅台,2025/2/13,11754.711,12017.2537,11685.3894,11934.2469,4338536,6335985851,1.5288,0.3454,22.2579,0.73492,0.08454
600519.SH,贵州茅台,2025/2/14,11934.2469,12031.5091,11878.5289,12015.2173,2709992,3978694098,0.6785,0.2157,22.4089,0.54276,0.113265
600519.SH,贵州茅台,2025/2/17,12064.0927,12177.9725,11950.8646,11987.6841,3247059,4804663813,-0.2292,0.2585,22.3576,0.55946,0.129505
600519.SH,贵州茅台,2025/2/18,11974.4877,12161.7622,11909.9721,12015.2173,2779992,4113845397,0.2297,0.2213,22.4089,0.79416,0.113205
600519.SH,贵州茅台,2025/2/19,12015.6245,12173.5737,11932.9436,12145.5518,3239331,4803378441,1.0847,0.2579,22.652,0.6585,0.068685
600519.SH,贵州茅台,2025/2/20,12080.3845,12153.4533,12002.1023,12007.0713,2374973,3513552984,-1.1402,0.1891,22.3937,0.1247,0.01585
600519.SH,贵州茅台,2025/2/21,12055.9468,12192.2279,11999.0069,12122.8247,3641783,5418169587,0.964,0.2899,22.6096,0.1818,0.148635
600519.SH,贵州茅台,2025/2/24,12121.1141,12214.955,12007.0713,12048.3711,3474373,5157907322,-0.6142,0.2766,22.4708,0.1048,0.08899
600519.SH,贵州茅台,2025/2/25,11974.5692,12002.1023,11827.8613,11844.1531,2838743,4142814459,-1.695,0.226,22.0899,-0.28014,-0.06467
600519.SH,贵州茅台,2025/2/26,11855.9647,11933.4323,11770.84,11893.1101,2636609,3835949041,0.4133,0.2099,22.1812,-0.41442,-0.02146
600519.SH,贵州茅台,2025/2/27,11893.1915,12136.5913,11844.1531,12101.2381,4976217,7368002361,1.75,0.3961,22.5694,0.16362,0.158505
600519.SH,贵州茅台,2025/2/28,12100.7493,12450.0459,12072.2386,12225.3003,5612895,8475738166,1.0252,0.4468,22.8007,0.17586,0.202825
600519.SH,贵州茅台,2025/3/3,12240.0444,12389.8477,12068.1657,12113.1311,3159566,4736679903,-0.9175,0.2515,22.5915,0.1152,0.181205
600519.SH,贵州茅台,2025/3/4,12096.6764,12104.8223,11935.4688,11975.3838,2521121,3710675863,-1.1372,0.2007,22.3346,0.22676,0.12786
600519.SH,贵州茅台,2025/3/5,11990.7795,12007.0713,11893.8432,11944.918,2460522,3606932152,-0.2544,0.1959,22.2778,0.09322,0.223815
600519.SH,贵州茅台,2025/3/6,12007.0713,12301.9533,11991.4312,12267.5775,4216764,6297117400,2.7012,0.3357,22.8796,0.28346,0.326675
600519.SH,贵州茅台,2025/3/7,12243.3027,12449.883,12243.3027,12389.9291,3799135,5760608729,0.9974,0.3024,23.1078,0.2779,0.29458
600519.SH,贵州茅台,2025/3/10,12380.2355,12437.8271,12268.8809,12405.4063,3136907,4758789260,0.1249,0.2497,23.1367,0.48638,0.31646
600519.SH,贵州茅台,2025/3/11,12357.3455,12615.4079,12316.6159,12615.4079,3977560,6094007854,1.6928,0.3166,23.5283,1.05238,0.44829
600519.SH,贵州茅台,2025/3/12,12601.3969,12623.5538,12433.5097,12565.7178,2960396,4552923644,-0.3939,0.2357,23.4356,1.02448,0.340445
600519.SH,贵州茅台,2025/3/13,12577.285,12670.963,12470.4107,12526.536,2572439,3966369271,-0.3118,0.2048,23.3626,0.42188,0.248415
600519.SH,贵州茅台,2025/3/14,12607.0991,13261.6229,12552.8473,13261.6229,9291315,14882842708,5.8682,0.7396,24.7335,1.39604,0.5079
600519.SH,贵州茅台,2025/3/17,13497.7729,13505.8373,13252.4181,13341.8602,5468913,8985138902,0.605,0.4354,24.8832,1.49206,0.54961
600519.SH,贵州茅台,2025/3/18,13400.3478,13457.0433,13210.2222,13228.9578,3161345,5153210436,-0.8462,0.2517,24.6726,0.98426,0.495815
600519.SH,贵州茅台,2025/3/19,13231.3202,13424.4597,13220.8119,13324.3464,2738955,4477128770,0.7211,0.218,24.8505,1.20726,0.477635
600519.SH,贵州茅台,2025/3/20,13324.3464,13339.7422,12993.2967,13066.0396,3673677,5903879207,-1.9386,0.2924,24.3688,0.8819,0.437715
600519.SH,贵州茅台,2025/3/21,13025.3101,13132.8361,12779.548,12819.6259,3361430,5324973190,-1.8859,0.2676,23.9092,-0.66892,0.29522
600519.SH,贵州茅台,2025/3/24,12789.0787,12949.2273,12727.0069,12894.9755,2556585,4032223482,0.5878,0.2035,24.0497,-0.67236,0.35532
600519.SH,贵州茅台,2025/3/25,12935.7051,12974.8054,12761.8714,12833.8812,1767438,2783286813,-0.4738,0.1407,23.9358,-0.59788,0.41638
600519.SH,贵州茅台,2025/3/26,12811.6429,12891.5542,12797.2246,12837.9542,1432356,2257639750,0.0317,0.114,23.9434,-0.73576,0.3973
600519.SH,贵州茅台,2025/3/27,12837.9542,13019.2007,12816.6119,12943.851,1795563,2848889210,0.8249,0.1429,24.1409,-0.18306,0.351045
600519.SH,贵州茅台,2025/3/28,12959.5726,12976.4346,12837.9542,12912.978,1622789,2569470015,-0.2385,0.1292,24.0833,0.14642,0.28786
600519.SH,贵州茅台,2025/3/31,12878.5208,12927.2333,12708.1084,12715.7655,2108494,3311857714,-1.5272,0.1678,23.7155,-0.27658,0.257375
600519.SH,贵州茅台,2025/4/1,12740.2032,12788.1826,12644.163,12675.1989,1855644,2893739955,-0.319,0.1477,23.6398,-0.24562,0.298285
600519.SH,贵州茅台,2025/4/2,12691.3278,12771.1577,12589.5039,12618.1775,2167401,3371883024,-0.4499,0.1725,23.5335,-0.34194,0.28851
600519.SH,贵州茅台,2025/4/3,12463.2423,12919.4133,12455.1778,12779.9553,3548050,5557442052,1.2821,0.2824,22.8559,-0.2505,0.217555
600519.SH,贵州茅台,2025/4/7,12381.8647,12519.0418,11909.3204,12218.865,10195267,15314738235,-4.3904,0.8116,21.8525,-1.08088,-0.051835
600519.SH,贵州茅台,2025/4/8,12324.7618,12585.431,12178.1355,12585.431,7387649,11226977557,3,0.5881,22.508,-0.17544,0.09192
600519.SH,贵州茅台,2025/4/9,12422.6757,12681.5527,12386.2635,12553.1731,5563004,8562928225,-0.2563,0.4428,22.4503,-0.1629,-0.005535
600519.SH,贵州茅台,2025/4/10,12634.225,12666.8901,12446.9505,12618.0146,3862021,5963650791,0.5165,0.3074,22.5663,0.03038,0.039985
600519.SH,贵州茅台,2025/4/11,12870.2934,12870.2934,12585.431,12780.7699,3263423,5087359924,1.2899,0.2598,22.8574,0.03194,0.12007
600519.SH,贵州茅台,2025/4/14,12715.5211,12756.4951,12638.6237,12642.3709,2171144,3379425640,-1.0829,0.1728,22.6099,0.69344,-0.227485
600519.SH,贵州茅台,2025/4/15,12642.4523,12748.3492,12585.431,12691.3278,2148928,3339942729,0.3872,0.1711,22.6974,0.17088,-0.238375
600519.SH,贵州茅台,2025/4/16,12642.4523,12837.9542,12520.2637,12700.8585,3115605,4834880596,0.0751,0.248,22.7145,0.23716,-0.19231
600519.SH,贵州茅台,2025/4/17,12658.7441,12842.0271,12626.079,12789.0787,2384605,3733924973,0.6946,0.1898,22.8722,0.27278,-0.193635
600519.SH,贵州茅台,2025/4/18,12756.4951,12829.8083,12675.036,12756.0063,2029848,3179974340,-0.2586,0.1616,22.8131,-0.03692,-0.109635
600519.SH,贵州茅台,2025/4/21,12752.4221,12752.4221,12634.3064,12634.3064,1805703,2808158177,-0.9541,0.1437,22.5954,-0.01116,-0.063045
600519.SH,贵州茅台,2025/4/22,12626.1605,12677.4797,12570.8498,12616.3854,1843214,2857525967,-0.1418,0.1467,22.5634,-0.11696,-0.099525
600519.SH,贵州茅台,2025/4/23,12699.4737,12701.2658,12585.431,12642.4523,1866876,2895468892,0.2066,0.1486,22.61,-0.09066,-0.065505
600519.SH,贵州茅台,2025/4/24,12642.4523,12713.1588,12617.8517,12644.4888,1487181,2313372072,0.0161,0.1184,22.6136,-0.22636,-0.066285
600519.SH,贵州茅台,2025/4/25,12683.9965,12717.3947,12626.1605,12626.1605,1476490,2295029705,-0.145,0.1175,22.5809,-0.20364,-0.11478
600519.SH,贵州茅台,2025/4/28,12642.4523,12666.8901,12598.4644,12626.1605,1465972,2274252465,0,0.1167,22.5809,-0.01282,-0.102855
600519.SH,贵州茅台,2025/4/29,12626.1605,12646.8511,12479.697,12577.285,1892180,2917422938,-0.3871,0.1506,22.4935,-0.06188,-0.04585
600519.SH,贵州茅台,2025/4/30,12626.079,12761.8714,12596.0206,12601.7228,2575425,4005439429,0.1943,0.205,21.8327,-0.06434,-0.020185
600519.SH,贵州茅台,2025/5/6,12699.4737,12699.4737,12579.9732,12627.7897,1830026,2838614215,0.2069,0.1457,21.8779,-0.02618,0.012655
600519.SH,贵州茅台,2025/5/7,12789.0787,12789.0787,12627.7897,12666.8901,2746221,4275142569,0.3096,0.2186,21.9456,0.06474,-0.03597
600519.SH,贵州茅台,2025/5/8,12650.5982,12974.6425,12624.7757,12855.7937,3348106,5265446444,1.4913,0.2665,22.2729,0.363,0.258115
600519.SH,贵州茅台,2025/5/9,12862.3104,13012.6839,12830.2155,12961.6091,2367190,3757574546,0.8231,0.1884,22.4562,0.60504,0.14927
600519.SH,贵州茅台,2025/5/12,13017.1642,13187.6581,13005.8414,13070.1126,2473533,3967785800,0.8371,0.1969,22.6442,0.7336,0.20394
600519.SH,贵州茅台,2025/5/13,13106.1175,13106.1175,12912.1634,12954.4407,2125829,3386617848,-0.885,0.1692,22.4438,0.51522,0.133865
600519.SH,贵州茅台,2025/5/14,12951.9969,13400.022,12937.1713,13318.4814,3946012,6394735058,2.8102,0.3141,23.0745,1.01534,0.20988
600519.SH,贵州茅台,2025/5/15,13316.9337,13388.5362,13230.0168,13294.2066,2473285,4043402636,-0.1823,0.1969,23.0325,0.68062,0.25491
600519.SH,贵州茅台,2025/5/16,13310.3355,13334.7732,13148.5577,13148.5577,2293522,3714508659,-1.0956,0.1826,22.7801,0.29688,0.18077
600519.SH,贵州茅台,2025/5/19,13000.8724,13033.456,12820.6848,12862.229,3806283,6021950010,-2.1776,0.303,22.284,-0.30606,0.068135
600519.SH,贵州茅台,2025/5/20,12870.5378,12991.0973,12830.6228,12919.4133,1952153,3095742637,0.4446,0.1554,22.3831,-0.04014,0.055635
600519.SH,贵州茅台,2025/5/21,12911.2674,13000.3836,12878.4393,12878.4393,1979464,3143941416,-0.3172,0.1576,22.3121,-0.66562,0.052705
600519.SH,贵州茅台,2025/5/22,12878.6023,12911.1859,12789.8933,12870.5378,1509024,2381236586,-0.0614,0.1201,22.2984,-0.64144,0.09734
600519.SH,贵州茅台,2025/5/23,12831.4374,12934.8905,12802.6009,12810.2581,2153700,3399424961,-0.4684,0.1714,22.194,-0.516,0.08101
600519.SH,贵州茅台,2025/5/26,12789.0787,12826.7943,12585.431,12630.2335,2708653,4212944430,-1.4053,0.2156,21.8821,-0.36154,0.000415
600519.SH,贵州茅台,2025/5/27,12634.3064,12696.2153,12573.2935,12576.4704,1775213,2748945675,-0.4257,0.1413,21.789,-0.5356,-0.021675
600519.SH,贵州茅台,2025/5/28,12577.2036,12597.324,12487.68,12520.2637,1626568,2504624605,-0.4469,0.1295,21.6916,-0.56154,-0.03677
600519.SH,贵州茅台,2025/5/29,12544.7014,12666.8901,12479.5341,12544.7014,2185958,3375465796,0.1952,0.174,21.7339,-0.51022,-0.02701
600519.SH,贵州茅台,2025/5/30,12545.9233,12585.431,12343.0087,12398.075,3123918,4764875947,-1.1688,0.2487,21.4799,-0.6503,-0.066095
600519.SH,贵州茅台,2025/6/3,12284.1137,12373.6373,12259.7575,12292.1782,2897918,4377892799,-0.8541,0.2307,21.2964,-0.54006,-0.118515
600519.SH,贵州茅台,2025/6/4,12304.3971,12406.2209,12293.9703,12299.9983,2300809,3480363797,0.0636,0.1832,21.31,-0.4422,-0.12568
600519.SH,贵州茅台,2025/6/5,12332.9077,12349.1996,12236.786,12332.9077,2321366,3504925524,0.2676,0.1848,21.367,-0.2993,-0.12778
600519.SH,贵州茅台,2025/6/6,12331.2786,12373.3929,12243.3027,12270.9174,2502307,3777727616,-0.5026,0.1992,21.2596,-0.43886,-0.227475
600519.SH,贵州茅台,2025/6/9,12259.7575,12289.7344,12102.2156,12105.7183,4495867,6723839138,-1.3463,0.3579,20.9734,-0.47436,-0.335945
600519.SH,贵州茅台,2025/6/10,12104.8223,12153.6977,12013.5881,12015.2987,3049220,4511934584,-0.7469,0.2427,20.8167,-0.45292,-0.415145
600519.SH,贵州茅台,2025/6/11,12029.8799,12169.9895,12024.1778,12055.9468,3089282,4585522755,0.3383,0.2459,20.8871,-0.39798,-0.35398
600519.SH,贵州茅台,2025/6/12,12055.9468,12087.4715,11844.9677,11884.8827,4990361,7306800800,-1.4189,0.3973,20.5908,-0.73528,-0.565435
600519.SH,贵州茅台,2025/6/13,11766.0339,11811.3251,11608.4105,11623.8063,5911325,8466515559,-2.1967,0.4706,20.1385,-1.0741,-0.666155
600519.SH,贵州茅台,2025/6/16,11414.0491,11608.2476,11413.8862,11585.8463,4288787,6060448438,-0.3266,0.3414,20.0727,-0.87016,-0.627705
600519.SH,贵州茅台,2025/6/17,11567.1922,11624.2136,11503.4912,11624.2136,2723151,3868364671,0.3312,0.2168,20.1392,-0.65454,-0.502265
600519.SH,贵州茅台,2025/6/18,11730.1104,11758.1323,11575.4196,11607.9218,3076099,4404131364,-0.1402,0.2449,20.1109,-0.75024,-0.531505
600519.SH,贵州茅台,2025/6/19,11616.0677,11678.5468,11544.2207,11616.0677,2450072,3490268568,0.0702,0.195,20.1251,-0.45242,-0.512135
600519.SH,贵州茅台,2025/6/20,11596.3546,11739.3967,11568.8214,11637.7358,3481581,4990683314,0.1865,0.2772,20.1626,0.02422,-0.49974
600519.SH,贵州茅台,2025/6/23,11567.1922,11673.089,11446.4698,11567.1922,2672331,3794012343,-0.6062,0.2127,20.0404,-0.0317,-0.50663
600519.SH,贵州茅台,2025/6/24,11594.481,11825.2546,11594.481,11707.3019,3631151,5229183514,1.2113,0.2891,20.2831,0.14432,-0.3758
600519.SH,贵州茅台,2025/6/25,11722.8605,11805.0528,11571.3466,11696.3863,4105007,5869292227,-0.0932,0.3268,20.2642,0.15372,-0.359175
600519.SH,贵州茅台,2025/6/26,11752.366,11860.3383,11711.5026,11793.8938,3486025,4955829982,0.8337,0.2775,20.0404,0.30642,-0.295145
600519.SH,贵州茅台,2025/6/27,11793.9768,11818.8105,11653.4468,11653.4468,3824973,5404312675,-1.1908,0.3045,19.8017,0.03096,-0.364445
600519.SH,贵州茅台,2025/6/30,11656.8521,11737.6651,11644.3937,11706.8515,3045730,4287373691,0.4583,0.2425,19.8925,0.24386,-0.28309
600519.SH,贵州茅台,2025/7/1,11702.5326,11726.951,11655.274,11670.141,1987819,2794423203,-0.3136,0.1582,19.8301,-0.06112,-0.256065
600519.SH,贵州茅台,2025/7/2,11706.6854,11750.7049,11627.7826,11707.516,2621825,3689246316,0.3203,0.2087,19.8936,0.02158,-0.24323
600519.SH,贵州茅台,2025/7/3,11727.4493,11816.2357,11694.2271,11757.3493,2441267,3456733002,0.4257,0.1943,19.9783,-0.06002,-0.235325
600519.SH,贵州茅台,2025/7/4,11758.1799,11892.6469,11710.9212,11812.3321,2876691,4086547268,0.4676,0.229,20.0717,0.27166,-0.186815
600519.SH,贵州茅台,2025/7/7,11812.8305,11822.9632,11710.9212,11716.6521,2385467,3370562659,-0.81,0.1899,19.9091,0.018,-0.16
600519.SH,贵州茅台,2025/7/8,11716.7351,11793.8938,11716.6521,11761.5852,1867370,2643302691,0.3835,0.1487,19.9855,0.15742,-0.10348
600519.SH,贵州茅台,2025/7/9,11752.366,11876.7002,11745.4724,11784.5916,2774532,3950810723,0.1956,0.2209,20.0246,0.13248,-0.110615
600519.SH,贵州茅台,2025/7/10,11785.3391,11928.2777,11714.1604,11847.8799,3872503,5503329754,0.537,0.3083,20.1321,0.15474,-0.01282
600519.SH,贵州茅台,2025/7/11,11820.1393,12109.505,11820.1393,11852.0327,5724335,8239010390,0.0351,0.4557,20.1392,0.06824,0.09877
600519.SH,贵州茅台,2025/7/14,11876.9494,11918.3111,11807.1827,11823.7938,2778094,3961736006,-0.2383,0.2212,20.0912,0.18258,0.103185
600519.SH,贵州茅台,2025/7/15,11802.0332,11818.2291,11696.8849,11719.1437,3540578,5005150165,-0.8851,0.2818,19.9134,-0.07114,0.04237
600519.SH,贵州茅台,2025/7/16,11710.9212,11773.0468,11710.4229,11719.3929,2128605,3006882579,0.0021,0.1694,19.9138,-0.10984,0.049485
600519.SH,贵州茅台,2025/7/17,11743.8943,11818.8935,11734.7582,11763.5785,2310554,3273100406,0.377,0.1839,19.9889,-0.14184,0.064825
600519.SH,贵州茅台,2025/7/18,11793.8938,11941.8158,11763.8277,11935.0883,4182341,5984949774,1.458,0.3329,20.2803,0.14274,0.1284
600519.SH,贵州茅台,2025/7/21,11935.0052,12016.4828,11918.4772,11984.9216,2620331,3779891829,0.4175,0.2086,20.365,0.2739,0.179585
600519.SH,贵州茅台,2025/7/22,11993.2272,12180.9328,11965.6527,12167.4778,4211898,6127636851,1.5232,0.3353,20.6752,0.75556,0.19518
600519.SH,贵州茅台,2025/7/23,12200.8662,12416.8107,12200.4509,12254.8523,4504484,6676301462,0.7181,0.3586,20.8236,0.89876,0.235745
600519.SH,贵州茅台,2025/7/24,12259.0051,12450.0329,12250.6995,12387.7412,3880364,5786337377,1.0844,0.3089,21.0494,1.04024,0.24828
600519.SH,贵州茅台,2025/7/25,12386.9107,12386.9107,12067.9772,12084.5883,4191126,6140078741,-2.4472,0.3336,20.5343,0.2592,0.18546
600519.SH,贵州茅台,2025/7/28,12067.9772,12084.5053,11929.2744,11948.8755,3858632,5560966386,-1.123,0.3072,20.3037,-0.0489,0.106395
600519.SH,贵州茅台,2025/7/29,11956.6827,12033.0108,11918.5602,11951.6994,2630408,3785848102,0.0236,0.2094,20.3085,-0.34882,0.123255
600519.SH,贵州茅台,2025/7/30,11993.2272,12102.5284,11935.0883,12038.4094,3186771,4612883040,0.7255,0.2537,20.4559,-0.34734,0.143515
600519.SH,贵州茅台,2025/7/31,11984.9216,12000.453,11777.2827,11807.7641,5179751,7386302758,-1.9159,0.4123,20.0639,-0.9474,0.026435
600519.SH,贵州茅台,2025/8/1,11809.4252,11843.3949,11744.0604,11768.9771,2963559,4200850790,-0.3285,0.2359,19.998,-0.52366,-0.01337
600519.SH,贵州茅台,2025/8/4,11752.366,11792.2327,11744.0604,11785.5882,1868795,2647105740,0.1411,0.1488,20.0263,-0.27084,0.034185
600519.SH,贵州茅台,2025/8/5,11802.1993,11876.451,11769.8907,11858.1788,2534227,3607931488,0.6159,0.2017,20.1496,-0.15238,0.045805
600519.SH,贵州茅台,2025/8/6,11868.6438,11868.6438,11788.0799,11826.1193,2369928,3372334940,-0.2704,0.1887,20.0951,-0.35156,0.022505
600519.SH,贵州茅台,2025/8/7,11826.1193,11857.8466,11794.3921,11813.4118,2800134,3988765795,-0.1075,0.2229,20.0735,0.01012,-0.00972
600519.SH,贵州茅台,2025/8/8,11819.2257,11847.8799,11777.2827,11801.9502,1865528,2651478118,-0.097,0.1485,20.0541,0.05642,-0.016325
600519.SH,贵州茅台,2025/8/11,11822.9632,12059.5886,11818.8105,12001.5328,4715907,6794034090,1.6911,0.3754,20.3932,0.36642,0.080145
600519.SH,贵州茅台,2025/8/12,12034.755,12168.2253,11926.7827,11935.4205,4201923,6095342036,-0.5509,0.3345,20.2809,0.13306,0.096855
600519.SH,贵州茅台,2025/8/13,11835.4216,11907.5138,11793.8938,11794.3091,6552754,9325460101,-1.1823,0.5216,19.8349,-0.04932,0.037635
600519.SH,贵州茅台,2025/8/14,11801.701,12022.3797,11801.701,11851.9496,4812930,6897535330,0.4887,0.3831,19.9319,0.06992,0.04322
600519.SH,贵州茅台,2025/8/15,11843.8102,11865.8199,11795.721,11811.1693,4758165,6772436997,-0.3441,0.3788,19.8633,0.0205,-0.046885
600519.SH,贵州茅台,2025/8/18,11851.9496,11932.0983,11819.641,11864.491,4737798,6773477871,0.4515,0.3772,19.953,-0.22742,-0.045185
600519.SH,贵州茅台,2025/8/19,11906.0188,12015.32,11893.5605,11943.3938,4637186,6678541001,0.665,0.3691,20.0856,0.01576,-0.088095
600519.SH,贵州茅台,2025/8/20,11943.3938,12066.3161,11877.1155,12043.0606,4580466,6623095725,0.8345,0.3646,20.2533,0.41912,-0.082275
600519.SH,贵州茅台,2025/8/21,12071.7147,12084.5053,11990.3203,12028.5258,3089057,4470441662,-0.1207,0.2459,20.2288,0.29724,-0.14253
600519.SH,贵州茅台,2025/8/22,12033.7583,12159.3384,11999.6225,12158.9231,4497058,6544867368,1.0841,0.358,20.4481,0.58288,0.034035
600519.SH,贵州茅台,2025/8/25,12209.2548,12425.1163,12175.9495,12378.0237,6532455,9676719498,1.802,0.52,20.8166,0.85298,0.180285
600519.SH,贵州茅台,2025/8/26,12377.9407,12410.4154,12292.3104,12305.5993,3960213,5883917000,-0.5851,0.3153,20.6948,0.60296,0.14985
600519.SH,贵州茅台,2025/8/27,12307.8418,12333.1737,12026.4494,12026.4494,5600609,8184169113,-2.2685,0.4458,20.2253,-0.01764,0.00015
600519.SH,贵州茅台,2025/8/28,12026.2003,12093.7245,11949.7891,12010.6689,3928177,5683673273,-0.1312,0.3127,20.1988,-0.01974,0.089385
600519.SH,贵州茅台,2025/8/29,12067.9772,12313.6557,12059.6717,12292.2273,6225648,9159701454,2.3442,0.4956,20.6723,0.23228,0.22302
600519.SH,贵州茅台,2025/9/1,12310.4995,12358.6718,12173.4578,12259.8356,4512338,6658918555,-0.2635,0.3603,20.5534,-0.18082,0.20279
600519.SH,贵州茅台,2025/9/2,12281.0979,12533.0885,12275.6162,12386.0801,5668837,8470012816,1.0297,0.4527,20.765,0.14214,0.22348
600519.SH,贵州茅台,2025/9/3,12383.5885,12487.408,12175.9495,12296.7954,4504503,6656011145,-0.7208,0.3597,20.6153,0.45168,0.20096
600519.SH,贵州茅台,2025/9/4,12225.7828,12286.4134,12130.0198,12231.2645,4774676,7017084750,-0.5329,0.3813,20.5055,0.37134,0.17969
600519.SH,贵州茅台,2025/9/5,12217.4773,12350.1171,12159.3384,12317.144,3738848,5519312163,0.7021,0.2986,20.6494,0.04292,0.219645
600519.SH,贵州茅台,2025/9/8,12317.144,12511.8263,12271.4634,12468.5543,5138298,7682065696,1.2293,0.4103,20.9033,0.34148,0.196555
